file_year,category,rank,name,year,high_school,city_state,position,ints,intspergame,intyards,gamesplayed
2019,"defense,interceptions",266,Luke Mabe,Senior,"Colleyville Heritage (Colleyville, TX)","(Colleyville, TX)",S,7,0.5,,14
2019,"defense,interceptions",267,Mikey Ficher,Junior,"Tulare Western (Tulare, CA)","(Tulare, CA)","WR, FS",7,0.5,253,14
2019,"defense,interceptions",268,Mac Dalena,Senior,"San Joaquin Memorial (Fresno, CA)","(Fresno, CA)","WR, DB",7,0.5,84,14
2019,"defense,interceptions",269,Isaiah Watkins,Senior,Hawley (TX),(TX),"WR, CB",7,0.5,132,14
2019,"defense,interceptions",270,Jalen Hall,Senior,Picayune (MS),(MS),"WB, OLB",7,0.5,,14
2019,"defense,interceptions",271,Denzel Miller,Sophomore,"Wakulla (Crawfordville, FL)","(Crawfordville, FL)","DB, WB",7,0.5,40,14
2019,"defense,interceptions",272,Anson Pulsipher,Senior,"Temecula Valley (Temecula, CA)","(Temecula, CA)","OLB, WR",7,0.5,138,15
2019,"defense,interceptions",273,Carson Vandiver,Junior,"Peabody (Trenton, TN)","(Trenton, TN)","WR, SS",7,0.5,,15
2019,"defense,interceptions",274,Brice Butler,Junior,Farrell (PA),(PA),"WR, FS",7,0.5,15,15
2019,"defense,interceptions",275,Caleb Hester,Senior,"Eastern Alamance (Mebane, NC)","(Mebane, NC)","SS, CB",7,0.5,47,15
2019,"defense,interceptions",276,Aaron Foster,Senior,Springtown (TX),(TX),"DB, RB",7,0.5,104,15
2019,"defense,interceptions",277,Taylor Crump,Senior,American Fork (UT),(UT),"WR, SS",7,0.5,82,15
2019,"defense,interceptions",278,Dashaun Peele,Senior,"Maury (Norfolk, VA)","(Norfolk, VA)","WR, CB",7,0.5,,15
2019,"defense,interceptions",279,Nohl Williams,Senior,"Pacifica (Oxnard, CA)","(Oxnard, CA)","CB, WR",7,0.4,121,16
2019,"defense,interceptions",280,Lajathen Allen,Senior,"Pewitt (Omaha, TX)","(Omaha, TX)","DB, FB",7,0.4,,16
2019,"defense,interceptions",281,Marlon Windham,Senior,"Noxubee County (Macon, MS)","(Macon, MS)","QB, OLB",7,0.4,137,16
2019,"defense,interceptions",282,Ian Hansen,Junior,"Thomas Jefferson (Jefferson Hills, PA)","(Jefferson Hills, PA)","WR, DB",7,0.4,77,16
2019,"defense,interceptions",283,Daniel Deabner,Senior,"Thomas Jefferson (Jefferson Hills, PA)","(Jefferson Hills, PA)","WR, DB",7,0.4,125,16
2019,"defense,interceptions",284,Eric Vergauwen,Senior,Mendon (MI),(MI),,6,0.6,55,10
2019,"defense,interceptions",285,Robert Floyd jr,Junior,"University (Fort Lauderdale, FL)","(Fort Lauderdale, FL)","WR, CB",6,0.6,60,10
2019,"defense,interceptions",286,Devan James,Sophomore,"Hammond Morton (Hammond, IN)","(Hammond, IN)","S, WR",6,0.6,,10
2019,"defense,interceptions",287,Amaro Contreras,Junior,"River Valley (Mohave Valley, AZ)","(Mohave Valley, AZ)","CB, QB",6,0.6,64,10
2019,"defense,interceptions",288,Jojo Johnson,Junior,"Hammond Morton (Hammond, IN)","(Hammond, IN)","WR, DB",6,0.6,,10
2019,"defense,interceptions",289,Luis Gonzalez,Senior,Central Falls (RI),(RI),"QB, LB",6,0.6,85,10
2019,"defense,interceptions",290,Leyton Bain,Sophomore,"Westran (Huntsville, MO)","(Huntsville, MO)","WR, DB",6,0.6,45,10
2019,"defense,interceptions",291,James Williams,Junior,"Western (Davie, FL)","(Davie, FL)",DB,6,0.6,132,10
2019,"defense,interceptions",292,Kadin Hileman,Senior,"Claysburg-Kimmel (Claysburg, PA)","(Claysburg, PA)","RB, DB",6,0.6,48,10
2019,"defense,interceptions",293,Nakiem Scott,Junior,"Lake Forest (Felton, DE)","(Felton, DE)","QB, WR",6,0.6,5,10
2019,"defense,interceptions",294,Ethan Smith,Junior,"Otto-Eldred/Oswayo Valley (Duke Center, PA)","(Duke Center, PA)","QB, WR",6,0.6,137,10
2019,"defense,interceptions",295,Brandon Anderson,Junior,"Red Lion Christian Academy (Bear, DE)","(Bear, DE)","RB, DB",6,0.6,,10
2019,"defense,interceptions",296,Collin Wright,Sophomore,"St. Pius X (Houston, TX)","(Houston, TX)","CB, FS",6,0.6,0,10
2019,"defense,interceptions",297,Eavan Gibbons,Senior,"St. Augustine (San Diego, CA)","(San Diego, CA)",DB,6,0.6,58,10
2019,"defense,interceptions",298,Jodee Lee,Junior,Tempe (AZ),(AZ),"WR, S",6,0.6,65,10
2019,"defense,interceptions",299,Weston Glassgow,Junior,"Dillon Christian (Dillon, SC)","(Dillon, SC)","WR, DB",6,0.6,48,10
2019,"defense,interceptions",300,Daryl Porter jr.,Senior,"American Heritage (Plantation, FL)","(Plantation, FL)","CB, SS",6,0.6,70,10
2019,"defense,interceptions",151,Will Janowski,Senior,Wright City (MO),(MO),"WR, SS",7,0.7,21,10
2019,"defense,interceptions",152,Nolan Tarzon,Senior,"Sequoia (Redwood City, CA)","(Redwood City, CA)","S, WR",7,0.7,64,10
2019,"defense,interceptions",153,Nikolas Davila,Senior,Montclair (CA),(CA),"S, WR",7,0.7,112,10
2019,"defense,interceptions",154,Dilan Schweer,Senior,"Prairie View (La Cygne, KS)","(La Cygne, KS)","WR, CB",7,0.7,23,10
2019,"defense,interceptions",155,Rashaun Harrison,Freshman,"Cheney RVT (Manchester, CT)","(Manchester, CT)",,7,0.7,69,10
2019,"defense,interceptions",156,Isaac Larsen,Junior,Logan (UT),(UT),"CB, WR",7,0.6,155,11
2019,"defense,interceptions",157,Taylor Groves,Sophomore,"East Robertson (Cross Plains, TN)","(Cross Plains, TN)","WR, DB",7,0.6,118,11
2019,"defense,interceptions",158,Gunner Maldanado,Senior,Chandler (AZ),(AZ),"SS, WR",7,0.6,90,11
2019,"defense,interceptions",159,Matthew Cook,Senior,"Cutter-Morning Star (Hot Springs National Park, AR)","(Hot Springs National Park, AR)","RB, WR",7,0.6,345,11
2019,"defense,interceptions",160,Bryce Tate,Senior,"McClintock (Tempe, AZ)","(Tempe, AZ)","WR, CB",7,0.6,57,11
2019,"defense,interceptions",161,Harim Reynolds,Senior,"Highlands (North Highlands, CA)","(North Highlands, CA)","WR, DB",7,0.6,150,11
2019,"defense,interceptions",162,Joshua Richards,Senior,"Mt. Pleasant (Providence, RI)","(Providence, RI)","WR, DB",7,0.6,54,11
2019,"defense,interceptions",163,Dylan Dawson,Senior,Sneads (FL),(FL),"WR, DB",7,0.6,71,11
2019,"defense,interceptions",164,Dabarius Partee,Senior,"Monroe Area (Monroe, GA)","(Monroe, GA)","WR, CB",7,0.6,62,11
2019,"defense,interceptions",165,Lance Welps,Junior,"River Road (Amarillo, TX)","(Amarillo, TX)","QB, FS",7,0.6,102,11
2019,"defense,interceptions",166,Zach Jarnagan,Junior,Gentry (AR),(AR),QB,7,0.6,20,11
2019,"defense,interceptions",167,Jaylen Johnson,Junior,"California School for the Deaf (Fremont, CA)","(Fremont, CA)","WR, FS",7,0.6,7,11
2019,"defense,interceptions",168,Tyreak Allen,Sophomore,"Manatee (Bradenton, FL)","(Bradenton, FL)",DB,7,0.6,0,11
2019,"defense,interceptions",169,Dekerius Thompson,Senior,"Harding University (Charlotte, NC)","(Charlotte, NC)","RB, SB",7,0.6,39,11
2019,"defense,interceptions",170,Kade Dagley,Senior,Archer City (TX),(TX),,7,0.6,82,11
2019,"defense,interceptions",171,Adrien Ortega,Senior,Cabool (MO),(MO),"RB, WR",7,0.6,62,11
2019,"defense,interceptions",172,Jaylin Simmons,Senior,"Lanier (Jackson, MS)","(Jackson, MS)",DB,7,0.6,31,11
2019,"defense,interceptions",173,Braden Penny,Junior,Sale Creek (TN),(TN),"QB, CB",7,0.6,0,11
2019,"defense,interceptions",174,Joerell Davis,Senior,Wharton (TX),(TX),"WR, CB",7,0.6,192,11
2019,"defense,interceptions",175,Kristian Fralich,Junior,"Cascade Christian (Medford, OR)","(Medford, OR)","WR, DB",7,0.6,114,11
2019,"defense,interceptions",176,Gabe Hernandez,Senior,"Wheatmore (Trinity, NC)","(Trinity, NC)","WR, CB",7,0.6,99,11
2019,"defense,interceptions",177,Damion Gant,Senior,"Anacostia (Washington, DC)","(Washington, DC)","DE, FS",7,0.6,153,11
2019,"defense,interceptions",178,Leandro Depina,Junior,"Tolman (Pawtucket, RI)","(Pawtucket, RI)","WR, DB",7,0.6,79,11
2019,"defense,interceptions",179,Ja?sean Wilson,Senior,"Houston County (Erin, TN)","(Erin, TN)",FS,7,0.6,35,11
2019,"defense,interceptions",180,Travis Hunter,Sophomore,"Collins Hill (Suwanee, GA)","(Suwanee, GA)","CB, WR",7,0.6,,11
2019,"defense,interceptions",181,Kelton Turner,Sophomore,Meeker (CO),(CO),"RB, SS",7,0.6,104,11
2019,"defense,interceptions",182,Christian Smith - johnson,Sophomore,"Richland (North Richland Hills, TX)","(North Richland Hills, TX)",,7,0.6,,11
2019,"defense,interceptions",183,Lucas Patterson,Junior,"Marist (Eugene, OR)","(Eugene, OR)","RB, SS",7,0.6,66,11
2019,"defense,interceptions",184,Sean King,Senior,Newcomb (NM),(NM),"WR, SS",7,0.6,32,11
2019,"defense,interceptions",185,Khalil Anderson,Junior,"Riverwood (Atlanta, GA)","(Atlanta, GA)","CB, SB",7,0.6,103,11
2019,"defense,interceptions",186,Tyler Valine,Senior,"Shade (Cairnbrook, PA)","(Cairnbrook, PA)","LB, RB",7,0.6,20,11
2019,"defense,interceptions",187,Jared Spragins,Senior,Melbourne (FL),(FL),"DB, WR",7,0.6,,11
2019,"defense,interceptions",188,Bradley Fye,Senior,Hemet (CA),(CA),"SS, RB",7,0.6,68,11
2019,"defense,interceptions",189,Jake Mayersky,Senior,"Boone Grove (Valparaiso, IN)","(Valparaiso, IN)","FS, QB",7,0.6,128,11
2019,"defense,interceptions",190,Dayvion Webb,Senior,Homer (LA),(LA),"WR, OLB",7,0.6,0,11
2019,"defense,interceptions",191,Elijah Martinez,Senior,Montebello (CA),(CA),"CB, WR",7,0.6,201,11
2019,"defense,interceptions",192,Tyler Rathjen,Senior,Linden (CA),(CA),"WR, S",7,0.6,149,11
2019,"defense,interceptions",193,Deonte Odom,Junior,"Southern Durham (Durham, NC)","(Durham, NC)","FS, WR",7,0.6,80,11
2019,"defense,interceptions",194,Colton Friedersdorf,Senior,Lowville (NY),(NY),"WR, DB",7,0.6,185,11
2019,"defense,interceptions",195,Josiah Walpole,Junior,Mountain Pine (AR),(AR),"SS, QB",7,0.6,54,11
2019,"defense,interceptions",196,Cameron Bumstead,Senior,Hoquiam (WA),(WA),"WR, DB",7,0.6,,11
2019,"defense,interceptions",197,Tj Ferch,Senior,Clifton (TX),(TX),"WR, FS",7,0.6,48,12
2019,"defense,interceptions",198,Eddie Lemos,Sophomore,"Resurrection Christian (Loveland, CO)","(Loveland, CO)","CB, RB",7,0.6,113,12
2019,"defense,interceptions",199,Dontae Balfour,Junior,"Bradford (Starke, FL)","(Starke, FL)",FS,7,0.6,,12
2019,"defense,interceptions",200,Riley Herndon,Senior,"Dawson County (Dawsonville, GA)","(Dawsonville, GA)","FS, QB",7,0.6,174,12
2019,"defense,interceptions",201,Jonathan Fairbank,Junior,"Mitchell (New Port Richey, FL)","(New Port Richey, FL)","WR, LB",7,0.6,166,12
2019,"defense,interceptions",202,John Rhodan,Senior,Elkton (MD),(MD),"CB, SB",7,0.6,70,12
2019,"defense,interceptions",203,Jaden Hicks,Junior,"Bishop Gorman (Las Vegas, NV)","(Las Vegas, NV)",DB,7,0.6,117,12
2019,"defense,interceptions",204,Chazz Jackson,Senior,"Perry (Lima, OH)","(Lima, OH)","WR, K",7,0.6,210,12
2019,"defense,interceptions",205,Jordan Williams,Senior,Thomasville (NC),(NC),"WR, DB",7,0.6,288,12
2019,"defense,interceptions",206,Ny'jai Koonce,Senior,"North Lenoir (LaGrange, NC)","(LaGrange, NC)",B,7,0.6,78,12
2019,"defense,interceptions",207,Jett Issacs,Sophomore,Milan (MI),(MI),"DB, WR",7,0.6,7,12
2019,"defense,interceptions",208,Brennan Presley,Senior,Bixby (OK),(OK),"WR, CB",7,0.6,133,12
2019,"defense,interceptions",209,Tye Bailey,Senior,Ranburne (AL),(AL),"WR, CB",7,0.6,97,12
2019,"defense,interceptions",210,Antjuan Mckay,Junior,"Bethesda Academy (Savannah, GA)","(Savannah, GA)","QB, WR",7,0.6,285,12
2019,"defense,interceptions",211,Trey Ward,Senior,"Mead (Longmont, CO)","(Longmont, CO)","WR, CB",7,0.6,81,12
2019,"defense,interceptions",212,Wyatt Pedigo,Senior,Hoisington (KS),(KS),"MLB, RB",7,0.6,241,12
2019,"defense,interceptions",213,Colton Laughlin,Senior,Mangum (OK),(OK),"QB, FS",7,0.6,82,12
2019,"defense,interceptions",214,D'angelo Jones,Senior,Marion (IN),(IN),"WR, CB",7,0.6,40,12
2019,"defense,interceptions",215,Jahiem Johnson,Senior,Sebastopol (MS),(MS),"WR, CB",7,0.6,143,12
2019,"defense,interceptions",216,Isaiah Dunn,Sophomore,"Capital Christian (Sacramento, CA)","(Sacramento, CA)","QB, DB",7,0.6,55,12
2019,"defense,interceptions",217,Jeremiah Johnson,Senior,"South Delta (Rolling Fork, MS)","(Rolling Fork, MS)","WR, DB",7,0.6,150,12
2019,"defense,interceptions",218,Salen Streater,Senior,Monroe (NC),(NC),"RB, WR",7,0.6,323,12
2019,"defense,interceptions",219,Cade Hinkle,Senior,"Riggs (Pierre, SD)","(Pierre, SD)","OLB, RB",7,0.6,135,12
2019,"defense,interceptions",220,John Beard,Senior,"Ligonier Valley (Ligonier, PA)","(Ligonier, PA)","WR, CB",7,0.6,83,12
2019,"defense,interceptions",221,Jaiden West,Senior,Moore (OK),(OK),"CB, SS",7,0.6,100,12
2019,"defense,interceptions",222,Quae Shorty,Junior,Independence (MS),(MS),"RB, SS",7,0.6,296,12
2019,"defense,interceptions",223,Daylor Rymer,Senior,"Pine View (St. George, UT)","(St. George, UT)","SB, CB",7,0.6,,12
2019,"defense,interceptions",224,Jimmy Wallace,Senior,"Blue Ridge (Lakeside, AZ)","(Lakeside, AZ)","WR, DB",7,0.6,0,12
2019,"defense,interceptions",225,Ta'Quon Lyons,Senior,"Vance County (Henderson, NC)","(Henderson, NC)",WR,7,0.6,125,12
2019,"defense,interceptions",226,Treydan Stukes,Senior,"Millennium (Goodyear, AZ)","(Goodyear, AZ)","CB, WR",7,0.6,109,12
2019,"defense,interceptions",227,Elijah Kelsey,Sophomore,Moreno Valley (CA),(CA),"CB, RB",7,0.6,224,12
2019,"defense,interceptions",228,Daylon Davis,Senior,Hanford (CA),(CA),"WR, CB",7,0.6,54,12
2019,"defense,interceptions",229,Avery Brokenicky,Senior,"Riley County (Riley, KS)","(Riley, KS)","WR, CB",7,0.6,56,12
2019,"defense,interceptions",230,Mason Carvalho,Senior,Palmer (TX),(TX),"CB, WR",7,0.6,148,12
2019,"defense,interceptions",231,Larry Hackey,Senior,"Quince Orchard (Gaithersburg, MD)","(Gaithersburg, MD)","WR, CB",7,0.6,,12
2019,"defense,interceptions",232,Camden Gasser,Junior,"Southridge (Huntingburg, IN)","(Huntingburg, IN)","DB, SE",7,0.6,48,12
2019,"defense,interceptions",233,Sergio Guerra,Junior,San Diego (TX),(TX),,7,0.6,213,12
2019,"defense,interceptions",234,Omar Gallardo,Junior,"West Las Vegas (Las Vegas, NM)","(Las Vegas, NM)",,7,0.6,62,12
2019,"defense,interceptions",235,Daniel Perry,Sophomore,Searcy (AR),(AR),,7,0.5,104,13
2019,"defense,interceptions",236,Colby Dempsey,Senior,"St. Thomas Aquinas (Fort Lauderdale, FL)","(Fort Lauderdale, FL)","CB, FS",7,0.5,112,13
2019,"defense,interceptions",237,Maddix Blackwell,Junior,"Bloomington South (Bloomington, IN)","(Bloomington, IN)","FS, SS",7,0.5,194,13
2019,"defense,interceptions",238,Noah Blair,Senior,"Christ Prep Academy (Lenexa, KS)","(Lenexa, KS)","QB, CB",7,0.5,161,13
2019,"defense,interceptions",239,Chris Long,Senior,Willingboro (NJ),(NJ),"WR, FS",7,0.5,91,13
2019,"defense,interceptions",240,Brandon Wilson,Senior,"St. Laurence (Burbank, IL)","(Burbank, IL)","WR, FS",7,0.5,,13
2019,"defense,interceptions",241,Austin Rawlins,Senior,"Lake Braddock (Burke, VA)","(Burke, VA)","K, DB",7,0.5,94,13
2019,"defense,interceptions",242,Matt Studsrud,Senior,"Delaware Valley (Milford, PA)","(Milford, PA)","WR, CB",7,0.5,92,13
2019,"defense,interceptions",243,Chardarius Hill,Senior,Calhoun City (MS),(MS),"CB, FS",7,0.5,72,13
2019,"defense,interceptions",244,Lane Burns,Junior,"Eastside (Butler, IN)","(Butler, IN)",,7,0.5,172,13
2019,"defense,interceptions",245,Aaron Vasquez,Junior,"Eagle Rock (Los Angeles, CA)","(Los Angeles, CA)","CB, CB",7,0.5,,13
2019,"defense,interceptions",246,Damien Skiby,Senior,"Wasatch (Heber City, UT)","(Heber City, UT)","FS, WR",7,0.5,29,13
2019,"defense,interceptions",247,Landon Mcfadden,Senior,"South Harrison (Lost Creek, WV)","(Lost Creek, WV)","RB, CB",7,0.5,0,13
2019,"defense,interceptions",248,Cory Ellington,Junior,"Holmes County Central (Lexington, MS)","(Lexington, MS)",WR,7,0.5,135,13
2019,"defense,interceptions",249,Orel Gray,Freshman,"University Christian (Jacksonville, FL)","(Jacksonville, FL)","CB, RB",7,0.5,0,13
2019,"defense,interceptions",250,Josiah Gerard,Senior,"Christ Prep Academy (Lenexa, KS)","(Lenexa, KS)","OLB, RB",7,0.5,97,13
2019,"defense,interceptions",1,Deangelo Sapp,Senior,Lake Wales (FL),(FL),"SB, WR",17,1.3,348,13
2019,"defense,interceptions",2,Dylon Davis,Senior,"Cooper (Abilene, TX)","(Abilene, TX)",CB,16,1.2,398,13
2019,"defense,interceptions",3,Luca Lutzel,Senior,"SouthLake Christian Academy (Huntersville, NC)","(Huntersville, NC)","DB, WR",15,1.3,384,12
2019,"defense,interceptions",4,Jonathon Whiteside,Junior,"True Divine Word Academy (St. Louis, MO)","(St. Louis, MO)","WR, DB",13,0.9,192,14
2019,"defense,interceptions",5,Alan Lloyd,Senior,"Ygnacio Valley (Concord, CA)","(Concord, CA)","CB, WR",12,1.2,301,10
2019,"defense,interceptions",6,Terrence Sweetman,Junior,South Pasadena (CA),(CA),"WR, CB",12,1.1,,11
2019,"defense,interceptions",7,Michael Lemley,Senior,"Oak Glen (New Cumberland, WV)","(New Cumberland, WV)","SB, FS",12,0.9,87,13
2019,"defense,interceptions",8,Anthony Mejia-Acosta,Senior,"Gila Ridge (Yuma, AZ)","(Yuma, AZ)","CB, DB",12,0.9,174,13
2019,"defense,interceptions",9,Kameron Rocha,Senior,San Jacinto (CA),(CA),"DB, WR",12,0.9,120,13
2019,"defense,interceptions",10,Matthew Benton,Senior,Hobart (IN),(IN),,12,0.9,166,14
2019,"defense,interceptions",11,Matthew James,Sophomore,"Saint Andrew's (Boca Raton, FL)","(Boca Raton, FL)","QB, FS",11,1.0,87,11
2019,"defense,interceptions",12,Jake Palmer,Junior,"Nordhoff (Ojai, CA)","(Ojai, CA)","WR, K",11,1.0,95,11
2019,"defense,interceptions",13,Parker Wolfe,Junior,Effingham (IL),(IL),"WR, DB",11,1.0,96,11
2019,"defense,interceptions",14,Sean Zerkle,Junior,"St. John Paul II (Huntsville, AL)","(Huntsville, AL)","WR, FS",11,0.9,130,12
2019,"defense,interceptions",15,Landon Amato,Senior,"Tri-Cities Prep (Pasco, WA)","(Pasco, WA)","WR, CB",11,0.9,99,12
2019,"defense,interceptions",16,Jacolby Williams,Senior,Baldwyn (MS),(MS),"WR, DB",11,0.8,201,13
2019,"defense,interceptions",17,Durrell Johnson,Senior,"Mountain Island Charter (Mt. Holly, NC)","(Mt. Holly, NC)","WR, DB",11,0.8,340,13
2019,"defense,interceptions",18,Hunter Jenkins,Junior,"Doddridge County (West Union, WV)","(West Union, WV)","WR, DB",11,0.8,193,14
2019,"defense,interceptions",19,Kade Jones,Junior,"South (Torrance, CA)","(Torrance, CA)","WR, CB",11,0.7,183,16
2019,"defense,interceptions",20,Ben Carroll,Junior,"Arthur-Lovington/Atwood-Hammond (Arthur, IL)","(Arthur, IL)","QB, RB",10,1.0,,10
2019,"defense,interceptions",21,Elyja Harper,Senior,"Eastern Hills (Fort Worth, TX)","(Fort Worth, TX)","ATH, CB",10,1.0,,10
2019,"defense,interceptions",22,Cole Castro,Junior,"River Ridge (New Port Richey, FL)","(New Port Richey, FL)","WR, CB",10,1.0,140,10
2019,"defense,interceptions",23,Tony Broadnax,Senior,"Escambia (Pensacola, FL)","(Pensacola, FL)","WR, DB",10,0.8,176,13
2019,"defense,interceptions",24,Anthony Simpson,Senior,Bloomfield (CT),(CT),"WR, CB",10,0.8,172,13
2019,"defense,interceptions",25,Jacob Hensor,Senior,"Juniata Valley (Alexandria, PA)","(Alexandria, PA)","WR, FS",10,0.8,,13
2019,"defense,interceptions",26,Lehi Tala ausage,Senior,"Liberty (Henderson, NV)","(Henderson, NV)","WR, FS",10,0.7,209,14
2019,"defense,interceptions",27,Ja'quez Cross,Junior,Fordyce (AR),(AR),"WR, SS",10,0.7,198,15
2019,"defense,interceptions",28,Steve ?tiltee? torres,Senior,"Chaparral (Las Vegas, NV)","(Las Vegas, NV)","WR, FS",9,0.9,,10
2019,"defense,interceptions",29,Oj Burroughs,Sophomore,"IMG Academy (Bradenton, FL)","(Bradenton, FL)",DB,9,0.9,,10
2019,"defense,interceptions",30,Joshua Ellis,Senior,"Anderson Cavaliers (Anderson, SC)","(Anderson, SC)","RB, CB",9,0.9,360,10
2019,"defense,interceptions",31,Jake Peck,Senior,"Bonneville (Washington Terrace, UT)","(Washington Terrace, UT)","WR, CB",9,0.9,125,10
2019,"defense,interceptions",32,Ryan Magel,Senior,"Golden Gate (Naples, FL)","(Naples, FL)","QB, WR",9,0.9,,10
2019,"defense,interceptions",33,Andre Bravo,Senior,Strathmore (CA),(CA),"WR, CB",9,0.8,,11
2019,"defense,interceptions",34,Taijon Yorkshire,Junior,"Portsmouth Christian (Portsmouth, VA)","(Portsmouth, VA)","WR, RB",9,0.8,277,11
2019,"defense,interceptions",35,Dylan Thomas,Senior,"Antelope (Wellton, AZ)","(Wellton, AZ)","WR, DB",9,0.8,131,11
2019,"defense,interceptions",36,Cuentin Romero,Junior,Bernalillo (NM),(NM),"DB, WR",9,0.8,,11
2019,"defense,interceptions",37,Anthony Henderson,Senior,Jackson (GA),(GA),"SB, CB",9,0.8,34,11
2019,"defense,interceptions",38,Carson Rich,Junior,"Southwood (Wabash, IN)","(Wabash, IN)","WR, OLB",9,0.8,101,11
2019,"defense,interceptions",39,Mike DeAnda,Senior,"Mission Veterans Memorial (Mission, TX)","(Mission, TX)",DB,9,0.8,180,11
2019,"defense,interceptions",40,Gabriel Taylor,Senior,"Gulliver Prep (Miami, FL)","(Miami, FL)",FS,9,0.8,162,11
2019,"defense,interceptions",41,Jarell Gainer,Senior,"Milford Mill Academy (Baltimore, MD)","(Baltimore, MD)",,9,0.8,214,12
2019,"defense,interceptions",42,Ishmael Rehberg,Senior,"Cosumnes Oaks (Elk Grove, CA)","(Elk Grove, CA)","WR, DB",9,0.8,,12
2019,"defense,interceptions",43,Jake Archbold,Senior,"Homestead (Fort Wayne, IN)","(Fort Wayne, IN)","FS, SS",9,0.8,82,12
2019,"defense,interceptions",44,Chase Hattley,Junior,"Panther Creek (Cary, NC)","(Cary, NC)","FS, SS",9,0.8,,12
2019,"defense,interceptions",45,Kamren Kinchens,Junior,"Northwestern (Miami, FL)","(Miami, FL)","FS, CB",9,0.8,132,12
2019,"defense,interceptions",46,Beau Jolly,Sophomore,Christoval (TX),(TX),"WR, CB",9,0.8,144,12
2019,"defense,interceptions",47,Carter Ash,Senior,Bozeman (MT),(MT),"WR, FS",9,0.8,167,12
2019,"defense,interceptions",48,Logan Glover,Junior,San Saba (TX),(TX),"WR, FS",9,0.7,,13
2019,"defense,interceptions",49,Brayden Mineard,Junior,"Oak Glen (New Cumberland, WV)","(New Cumberland, WV)","CB, WR",9,0.7,285,13
2019,"defense,interceptions",50,Dane Stevenson,Junior,Mooresville (IN),(IN),"WR, DB",9,0.7,0,13
2019,"defense,interceptions",51,Ethan Blocker,Senior,Hoxie (AR),(AR),"SB, CB",9,0.7,1,13
2019,"defense,interceptions",52,Clay James,Senior,"Pulaski Academy (Little Rock, AR)","(Little Rock, AR)","CB, K",9,0.6,53,14
2019,"defense,interceptions",53,Mason Barnes,Senior,Pottsville (PA),(PA),"WR, CB",9,0.6,90,14
2019,"defense,interceptions",54,Broock Desta,Senior,"Serra (San Diego, CA)","(San Diego, CA)","WR, DB",9,0.6,134,14
2019,"defense,interceptions",55,Tyke Tabor,Junior,"University School of Jackson (Jackson, TN)","(Jackson, TN)","WR, DB",9,0.6,21,14
2019,"defense,interceptions",56,Zach Gillespie,Senior,"Lansing Catholic (Lansing, MI)","(Lansing, MI)","QB, WR",9,0.6,304,14
2019,"defense,interceptions",57,Ben Strong,Senior,"American Leadership Academy (Queen Creek, AZ)","(Queen Creek, AZ)","WR, DB",9,0.6,167,14
2019,"defense,interceptions",58,Edwin White,Junior,"UMS-Wright Prep (Mobile, AL)","(Mobile, AL)","FS, WR",9,0.6,170,14
2019,"defense,interceptions",59,Joshua Christopher,Senior,Canoga Park (CA),(CA),"WR, DB",9,0.6,,14
2019,"defense,interceptions",60,Jason Brooks,Junior,"Mobile Christian (Mobile, AL)","(Mobile, AL)",CB,9,0.6,,14
2019,"defense,interceptions",61,Ronaven Mokiao,Senior,"Centennial (Las Vegas, NV)","(Las Vegas, NV)",FS,9,0.6,106,14
2019,"defense,interceptions",62,Lateef ?t. j.? harris,Senior,"Cheltenham (Wyncote, PA)","(Wyncote, PA)","FS, WR",9,0.6,142,15
2019,"defense,interceptions",63,Alex Picinich,Senior,Parsippany (NJ),(NJ),"CB, WR",8,0.8,63,10
2019,"defense,interceptions",64,Isaac Samano,Senior,Chino (CA),(CA),"S, WR",8,0.8,95,10
2019,"defense,interceptions",65,Jonathan Lane,Junior,"Calvary Christian Academy (Fort Lauderdale, FL)","(Fort Lauderdale, FL)","SS, RB",8,0.8,314,10
2019,"defense,interceptions",66,Brady Browning,Junior,"Aucilla Christian (Monticello, FL)","(Monticello, FL)",,8,0.8,33,10
2019,"defense,interceptions",67,Aidan Muchnicki,Senior,"Gilmour Academy (Gates Mills, OH)","(Gates Mills, OH)","FS, WR",8,0.8,,10
2019,"defense,interceptions",68,David Moye,Junior,"York Suburban (York, PA)","(York, PA)","WR, DB",8,0.8,260,10
2019,"defense,interceptions",69,Omarian Littles,Sophomore,"Saint Francis Catholic (Gainesville, FL)","(Gainesville, FL)","WR, DB",8,0.8,82,10
2019,"defense,interceptions",70,Messiah Douglas,Senior,"McKinley Tech (Washington, DC)","(Washington, DC)",FS,8,0.8,148,10
2019,"defense,interceptions",71,Brenden Marsh,Senior,Oak Grove (MO),(MO),QB,8,0.8,,10
2019,"defense,interceptions",72,Kyle Macbeth,Junior,Brookville (PA),(PA),"WR, CB",8,0.7,30,11
2019,"defense,interceptions",73,Tyler Holmes,Senior,Mansfield (AR),(AR),"WR, DB",8,0.7,130,11
2019,"defense,interceptions",74,Ben Lacarte,Senior,"Greensburg Central Catholic (Greensburg, PA)","(Greensburg, PA)","WR, DB",8,0.7,54,11
2019,"defense,interceptions",75,Fredrick Mallay,Senior,"Mt. Pleasant (Providence, RI)","(Providence, RI)","CB, RB",8,0.7,76,11
2019,"defense,interceptions",76,Zachary Jackson,Senior,"Veritas Prep (Phoenix, AZ)","(Phoenix, AZ)","WR, CB",8,0.7,102,11
