file_year,category,rank,name,year,high_school,city_state,position,receivingyards,receivingyardspergame,yardspercatch,receivingnum,receivinglong,receivingtdnum,gamesplayed
2018,"offense,receiving",90,Noah Burnette,Junior,"Leesville Road (Raleigh, NC)","(Raleigh, NC)","K, WR",1353,104.1,19.3,70,44,12,13
2018,"offense,receiving",91,Amahd Pack,Junior,"Sto-Rox (McKees Rocks, PA)","(McKees Rocks, PA)","WR, CB",1352,135.2,22.9,59,91,16,10
2018,"offense,receiving",92,Jackson Sanchez,Junior,Shafter (CA),(CA),"WR, CB",1351,103.9,17.5,77,77,16,13
2018,"offense,receiving",93,Chase Lane,Senior,"St. Pius X (Houston, TX)","(Houston, TX)",WR,1349,112.4,17.8,76,80,12,12
2018,"offense,receiving",94,Rome Odunze,Junior,"Bishop Gorman (Las Vegas, NV)","(Las Vegas, NV)",WR,1347,96.2,22.5,60,91,15,14
2018,"offense,receiving",95,Jovan Camacho,Senior,"West Ranch (Valencia, CA)","(Valencia, CA)","ATH, DB",1344,112.0,21.3,63,75,13,12
2018,"offense,receiving",96,"David Sanders, jr.",Senior,"Notre Dame-Green Pond (Easton, PA)","(Easton, PA)",WR,1341,121.9,20.6,65,80,16,11
2018,"offense,receiving",97,Cameron Everts,Junior,Lampasas (TX),(TX),"SB, FS",1340,111.7,17.0,79,72,,12
2018,"offense,receiving",98,Micah Robinson,Senior,"David Crockett (Jonesborough, TN)","(Jonesborough, TN)","WR, CB",1337,102.8,23.9,56,,16,13
2018,"offense,receiving",99,Emery Simmons,Senior,"South View (Hope Mills, NC)","(Hope Mills, NC)","WR, FS",1336,95.4,19.9,67,74,18,14
2018,"offense,receiving",100,Kennedy Poles,Senior,"Penn Wood (Lansdowne, PA)","(Lansdowne, PA)","WR, QB",1335,102.7,22.3,60,90,17,13
2018,"offense,receiving",101,Trey Glass,Junior,"Warwick (Lititz, PA)","(Lititz, PA)","WR, DB",1331,110.9,18.5,72,99,15,12
2018,"offense,receiving",102,Langston Anderson,Senior,"Midlothian Heritage (Midlothian, TX)","(Midlothian, TX)",WR,1330,102.3,18.0,74,77,18,13
2018,"offense,receiving",103,Wade Halterman,Senior,Wink (TX),(TX),"WR, FS",1327,110.6,22.5,59,76,16,12
2018,"offense,receiving",104,Simeon Thompson,Senior,"Erwin (Asheville, NC)","(Asheville, NC)","SB, CB",1325,110.4,16.0,83,84,25,12
2018,"offense,receiving",105,Garrett Waite,Senior,"Berea-Midpark (Berea, OH)","(Berea, OH)","WR, CB",1323,132.3,19.7,67,75,16,10
2018,"offense,receiving",106,Ralph Rodriguez,Junior,"Miller (Corpus Christi, TX)","(Corpus Christi, TX)",WR,1320,132.0,21.6,61,,15,10
2018,"offense,receiving",107,Jalin Hyatt,Junior,"Dutch Fork (Irmo, SC)","(Irmo, SC)","WR, QB",1316,101.2,18.5,71,59,21,13
2018,"offense,receiving",108,Gabe Hoover,Senior,McPherson (KS),(KS),"QB, WR",1315,109.6,17.3,76,81,20,12
2018,"offense,receiving",109,Harry Rounds,Senior,Lincoln (CA),(CA),WR,1315,119.5,16.9,78,80,18,11
2018,"offense,receiving",110,Nicholas Malito,Junior,Girard (OH),(OH),"WR, FS",1313,87.5,24.8,53,95,15,15
2018,"offense,receiving",111,Dalton Hobbs,Junior,Pleasanton (TX),(TX),"WR, DB",1310,131.0,23.4,56,92,17,10
2018,"offense,receiving",112,Hudson Henry,Senior,"Pulaski Academy (Little Rock, AR)","(Little Rock, AR)","WR, TE",1309,93.5,13.9,94,54,14,14
2018,"offense,receiving",113,Dillon Carter,Senior,Argyle (TX),(TX),,1308,93.4,26.2,50,,19,14
2018,"offense,receiving",114,Marquel Tinsley,Senior,"Daviess County (Owensboro, KY)","(Owensboro, KY)","WR, CB",1307,118.8,18.7,70,86,17,11
2018,"offense,receiving",115,Josh Burgess,Senior,"Great Valley (Malvern, PA)","(Malvern, PA)","WR, SS",1306,130.6,14.8,88,77,10,10
2018,"offense,receiving",116,Cameron Lonergan,Senior,Toledo (OR),(OR),"WR, DB",1304,130.4,20.7,63,79,16,10
2018,"offense,receiving",117,Jackson Hirschfeld,Senior,"Centennial (Utica, NE)","(Utica, NE)","WR, CB",1304,100.3,13.4,97,70,16,13
2018,"offense,receiving",118,Jourdan Townsend,Senior,Farrell (PA),(PA),"ATH, WR",1302,86.8,17.8,73,69,24,15
2018,"offense,receiving",119,Devin Downing,Junior,American Fork (UT),(UT),"WR, FS",1298,92.7,16.4,79,82,15,14
2018,"offense,receiving",120,Trenton Waggoner,Senior,"St. Pius X (Houston, TX)","(Houston, TX)","WR, CB",1294,107.8,18.8,69,92,20,12
2018,"offense,receiving",121,Donta Hackler,Junior,"David Crockett (Jonesborough, TN)","(Jonesborough, TN)","WR, CB",1294,99.5,18.2,71,,15,13
2018,"offense,receiving",122,Riley Morrison,Senior,Bothell (WA),(WA),"WR, CB",1290,107.5,16.1,80,96,12,12
2018,"offense,receiving",123,Jacob Stanley,Senior,Dublin (TX),(TX),"WR, RB",1288,117.1,18.9,68,90,17,11
2018,"offense,receiving",124,Kyle Curtis,Junior,"Union Christian Academy (Fort Smith, AR)","(Fort Smith, AR)","WR, OLB",1286,142.9,17.4,74,67,13,9
2018,"offense,receiving",125,Cabe Park,Senior,Brookville (PA),(PA),"WR, S",1285,116.8,21.1,61,81,17,11
2018,"offense,receiving",126,Kyle West,Senior,"Skyline (Longmont, CO)","(Longmont, CO)","WR, OLB",1285,98.8,14.6,88,92,11,13
2018,"offense,receiving",127,Solomon Turner,Senior,"Prestonwood Christian (Plano, TX)","(Plano, TX)","SS, WR",1283,106.9,23.3,55,80,19,12
2018,"offense,receiving",128,Jamie Talbot,Senior,"Quinebaug Valley Coop (Putnam, CT)","(Putnam, CT)","WR, CB",1280,142.2,35.6,36,,17,9
2018,"offense,receiving",129,Thomas Harper,Senior,"Karns (Knoxville, TN)","(Knoxville, TN)","WR, CB",1279,127.9,16.0,80,80,18,10
2018,"offense,receiving",130,Robbie Jaramillo,Senior,"Valencia (Los Lunas, NM)","(Los Lunas, NM)","WR, OLB",1278,127.8,20.6,62,65,18,10
2018,"offense,receiving",131,Willie Gaines,Senior,Cocoa (FL),(FL),"WR, DB",1278,91.3,15.4,83,78,13,14
2018,"offense,receiving",132,Joe Ngata,Senior,Folsom (CA),(CA),"WR, DB",1269,84.6,19.2,66,75,22,15
2018,"offense,receiving",133,Isaiah Collier,Senior,"Independence (Thompson's Station, TN)","(Thompson's Station, TN)","WR, CB",1268,115.3,21.5,59,74,11,11
2018,"offense,receiving",134,Angelo Fitzgerald,Senior,"Coachella Valley (Thermal, CA)","(Thermal, CA)","WR, RB",1265,140.6,20.1,63,85,19,9
2018,"offense,receiving",135,Kaleb Hervey,Senior,San Jacinto (CA),(CA),"TE, DE",1264,90.3,17.6,72,90,15,14
2018,"offense,receiving",136,Carson Callaway,Junior,"Metro Christian (Tulsa, OK)","(Tulsa, OK)","WR, DB",1264,90.3,17.3,73,60,11,14
2018,"offense,receiving",137,Logan Lutz,Senior,Grove City (PA),(PA),"WR, CB",1264,105.3,16.9,75,69,16,12
2018,"offense,receiving",138,Anthony Beck,Senior,"Crystal Lake Central (Crystal Lake, IL)","(Crystal Lake, IL)","WR, OLB",1262,140.2,17.5,72,71,12,9
2018,"offense,receiving",139,Kain Ream,Senior,"Thunderbird (Phoenix, AZ)","(Phoenix, AZ)","WR, DB",1262,126.2,15.8,80,71,17,10
2018,"offense,receiving",140,Sean Costello,Senior,Saugerties (NY),(NY),"DB, SE",1258,139.8,28.0,45,75,12,9
2018,"offense,receiving",141,Timmy Smithson,Junior,Early (TX),(TX),"WR, CB",1258,125.8,20.0,63,,16,10
2018,"offense,receiving",142,Reef Dove,Senior,Clovis (CA),(CA),WR,1258,104.8,16.3,77,89,15,12
2018,"offense,receiving",143,Donavon Greene,Senior,Mount Airy (NC),(NC),WR,1257,104.8,22.4,56,98,14,12
2018,"offense,receiving",144,Kolby Tanner,Junior,Whitney (TX),(TX),"WR, C",1257,114.3,19.3,65,78,14,11
2018,"offense,receiving",145,Sam Thomas,Senior,Mt. Vernon (IN),(IN),"WR, FS",1254,125.4,20.2,62,88,22,10
2018,"offense,receiving",146,Jymetre Hester,Senior,"Glades Central (Belle Glade, FL)","(Belle Glade, FL)",WR,1253,96.4,19.9,63,81,,13
2018,"offense,receiving",147,Reed Barlow,Junior,Florence (MS),(MS),SB,1253,96.4,17.6,71,56,11,13
2018,"offense,receiving",148,Willie James,Sophomore,"Tulare Union (Tulare, CA)","(Tulare, CA)",ATH,1252,89.4,13.5,93,21,13,14
2018,"offense,receiving",149,John Mitchell,Senior,"Corner Canyon (Draper, UT)","(Draper, UT)",WR,1250,104.2,23.6,53,86,13,12
2018,"offense,receiving",150,Jayden Cornell,Sophomore,Kenton (OH),(OH),"WR, FS",1250,138.9,15.6,80,,19,9
2018,"offense,receiving",301,Matthew Nunez,Junior,Ferris (TX),(TX),"WR, DB",1100,110.0,26.8,41,74,12,10
2018,"offense,receiving",302,Creed Spivey,Senior,Gruver (TX),(TX),"WR, CB",1100,100.0,24.4,45,85,15,11
2018,"offense,receiving",303,Tate Lutes,Senior,Jonesboro (AR),(AR),WR,1094,91.2,18.9,58,86,17,12
2018,"offense,receiving",304,Brock Richardson,Junior,"Churchill County (Fallon, NV)","(Fallon, NV)","WR, DB",1093,91.1,23.3,47,95,14,12
2018,"offense,receiving",305,Brandon Engel,Junior,"Lake Dallas (Corinth, TX)","(Corinth, TX)",WR,1093,109.3,17.6,62,76,11,10
2018,"offense,receiving",306,Xavier Watts,Junior,"Burke (Omaha, NE)","(Omaha, NE)","WR, CB",1093,84.1,16.3,67,70,14,13
2018,"offense,receiving",307,Jorge Murillo,Senior,"United (Laredo, TX)","(Laredo, TX)","WR, QB",1091,99.2,19.8,55,65,14,11
2018,"offense,receiving",308,Jojo Earle,Sophomore,Aledo (TX),(TX),"CB, WR",1090,77.9,16.8,65,65,16,14
2018,"offense,receiving",309,Dashaun Peele,Junior,"Maury (Norfolk, VA)","(Norfolk, VA)","WR, CB",1089,77.8,20.2,54,,11,14
2018,"offense,receiving",310,Drake London,Senior,Moorpark (CA),(CA),WR,1089,90.8,17.6,62,68,12,12
2018,"offense,receiving",311,"Rodney ""Tyler"" Hudson",Senior,"Klein Oak (Spring, TX)","(Spring, TX)","WR, QB",1089,90.8,13.8,79,71,13,12
2018,"offense,receiving",312,Ben Massey,Senior,"Lafayette (Mayo, FL)","(Mayo, FL)","CB, WR",1088,90.7,23.1,47,89,18,12
2018,"offense,receiving",313,Howard Divens,Senior,"Amelia County (Amelia Court House, VA)","(Amelia Court House, VA)","DE, WR",1086,98.7,25.3,43,93,14,11
2018,"offense,receiving",314,Cade Marshman,Junior,Glendora (CA),(CA),"WR, FS",1086,83.5,15.3,71,66,12,13
2018,"offense,receiving",315,John Emanuel,Senior,"North Bend Central (North Bend, NE)","(North Bend, NE)","CB, WR",1086,108.6,13.9,78,,9,10
2018,"offense,receiving",316,Gus Davis,Junior,Sundown (TX),(TX),"WR, OLB",1085,83.5,24.7,44,,12,13
2018,"offense,receiving",317,Gregory Smith,Junior,"Davis (Modesto, CA)","(Modesto, CA)",,1084,108.4,19.4,56,,17,10
2018,"offense,receiving",318,Kris Mitchell,Senior,"Mandarin (Jacksonville, FL)","(Jacksonville, FL)",WR,1084,72.3,17.5,62,82,11,15
2018,"offense,receiving",319,Cade Mintz,Junior,Cherokee (NC),(NC),"WR, DB",1083,83.3,20.8,52,67,9,13
2018,"offense,receiving",320,Marvin London jr,Junior,"Pueblo East (Pueblo, CO)","(Pueblo, CO)","WR, CB",1083,77.4,14.8,73,76,7,14
2018,"offense,receiving",321,Colby Dickie,Senior,"Perry (Gilbert, AZ)","(Gilbert, AZ)",WR,1083,77.4,13.9,78,64,17,14
2018,"offense,receiving",322,Albert Montes-reyes,Senior,Yucca Valley (CA),(CA),"SB, SS",1082,98.4,14.2,76,86,12,11
2018,"offense,receiving",323,CONNER FINGAR,Senior,"Penn Yan Academy (Penn Yan, NY)","(Penn Yan, NY)","RB, MLB",1082,120.2,11.8,92,,17,9
2018,"offense,receiving",324,Brennan Presley,Junior,Bixby (OK),(OK),"WR, CB",1081,83.2,16.1,67,,10,13
2018,"offense,receiving",325,Brett Meyer,Senior,Seward (NE),(NE),"WR, CB",1080,98.2,27.7,39,65,13,11
2018,"offense,receiving",326,Mathew Sanchez,Senior,Clovis (CA),(CA),"WR, CB",1080,90.0,22.0,49,80,9,12
2018,"offense,receiving",327,Marshaun Tucker jr.,Senior,"Churchill (Eugene, OR)","(Eugene, OR)","WR, CB",1080,108.0,20.8,52,80,11,10
2018,"offense,receiving",328,Tuupash Turner,Senior,Valley Center (CA),(CA),WR,1080,90.0,20.0,54,87,9,12
2018,"offense,receiving",329,Nik Proctor,Senior,"Alamo Heights (San Antonio, TX)","(San Antonio, TX)",WR,1079,98.1,18.9,57,99,18,11
2018,"offense,receiving",330,Daniel Gilbertson,Sophomore,Graham (TX),(TX),"RB, WR",1079,89.9,17.1,63,82,11,12
2018,"offense,receiving",331,Kendall Alford,Senior,"Walton (Marietta, GA)","(Marietta, GA)","WR, CB",1077,89.8,18.0,60,,12,12
2018,"offense,receiving",332,Carson Brown,Senior,Homedale (ID),(ID),"WR, CB",1076,97.8,16.8,64,77,18,11
2018,"offense,receiving",333,Jerjuan Newton,Senior,"Clearwater Central Catholic (Clearwater, FL)","(Clearwater, FL)","CB, FS",1076,82.8,15.8,68,69,7,13
2018,"offense,receiving",334,Jordan Dudick,Junior,"Spanish Springs (Sparks, NV)","(Sparks, NV)","WR, DE",1075,89.6,18.2,59,50,13,12
2018,"offense,receiving",335,Jon Barnes,Senior,"Cleveland (Clayton, NC)","(Clayton, NC)","WR, SS",1075,82.7,15.6,69,70,13,13
2018,"offense,receiving",336,Jamir Shepard,Junior,Palo Alto (CA),(CA),"WR, CB",1074,107.4,22.4,48,88,19,10
2018,"offense,receiving",337,Quentin Zapata,Senior,Devine (TX),(TX),"OLB, WR",1074,97.6,20.7,52,77,15,11
2018,"offense,receiving",338,Kalin Ensley,Senior,Hendersonville (NC),(NC),"WR, QB",1074,82.6,20.7,52,79,12,13
2018,"offense,receiving",339,Jahrad Taylor,Senior,"Brewer (Fort Worth, TX)","(Fort Worth, TX)","WR, ATH",1074,107.4,12.9,83,75,9,10
2018,"offense,receiving",340,Davion Sistrunk,Junior,"Itawamba Agricultural (Fulton, MS)","(Fulton, MS)","FS, WR",1073,89.4,18.8,57,70,14,12
2018,"offense,receiving",341,Deshon Thompson,Sophomore,"Northview (Covina, CA)","(Covina, CA)","WR, FS",1072,82.5,23.8,45,86,15,13
2018,"offense,receiving",342,Nathan Bales,Senior,Windthorst (TX),(TX),"WR, DB",1072,89.3,12.6,85,,9,12
2018,"offense,receiving",343,RJ Erb,Senior,West Lafayette (IN),(IN),WR,1072,71.5,9.8,109,42,11,15
2018,"offense,receiving",344,Dashaun Wright,Senior,"Imani Christian Academy (Pittsburgh, PA)","(Pittsburgh, PA)","DB, WR",1071,107.1,23.8,45,84,13,10
2018,"offense,receiving",345,Josiah Markum,Senior,"Oklahoma Christian Academy (Edmond, OK)","(Edmond, OK)","WR, OLB",1070,118.9,24.3,44,69,22,9
2018,"offense,receiving",346,DJ Williams,Senior,Denham Springs (LA),(LA),WR,1070,89.2,23.8,45,82,9,12
2018,"offense,receiving",347,Jake Smith,Senior,"Notre Dame Prep (Scottsdale, AZ)","(Scottsdale, AZ)","RB, WR",1070,82.3,18.4,58,81,22,13
2018,"offense,receiving",348,Bo Sanders,Senior,"Cathedral (Indianapolis, IN)","(Indianapolis, IN)","WR, DB",1070,89.2,12.9,83,74,16,12
2018,"offense,receiving",349,Ryan Lezon,Junior,"Southport (Indianapolis, IN)","(Indianapolis, IN)",ATH,1069,106.9,14.4,74,80,14,10
2018,"offense,receiving",350,Tim Williams,Senior,Searcy (AR),(AR),WR,1068,89.0,16.2,66,82,14,12
2018,"offense,receiving",251,Bradley Schlom,Junior,"Corona del Mar (Newport Beach, CA)","(Newport Beach, CA)","WR, FS",1138,81.3,15.8,72,77,10,14
2018,"offense,receiving",252,Gavin Blackwell,Sophomore,"Sun Valley (Monroe, NC)","(Monroe, NC)",WR,1136,87.4,22.3,51,91,19,13
2018,"offense,receiving",253,Trent Mason,Senior,"Lakeland Christian (Lakeland, FL)","(Lakeland, FL)","DB, WR",1135,103.2,22.3,51,71,13,11
2018,"offense,receiving",254,Connor Barbato,Senior,"Rancho Cotate (Rohnert Park, CA)","(Rohnert Park, CA)","WR, DE",1134,87.2,20.6,55,50,9,13
2018,"offense,receiving",255,Caden Lee,Senior,"Mount Horeb/Barneveld (Mount Horeb, WI)","(Mount Horeb, WI)","WR, DB",1134,94.5,20.3,56,89,12,12
2018,"offense,receiving",256,Michael Hernandez,Junior,"Southside (San Antonio, TX)","(San Antonio, TX)","WR, SS",1134,126.0,19.9,57,75,16,9
2018,"offense,receiving",257,Anthony Brown,Senior,Belton (TX),(TX),WR,1134,103.1,15.1,75,75,14,11
2018,"offense,receiving",258,Jeremiah Batiste,Junior,"Tyner Academy (Chattanooga, TN)","(Chattanooga, TN)",CB,1133,103.0,25.2,45,44,15,11
2018,"offense,receiving",259,Auston Crank,Senior,Coalgate (OK),(OK),"WR, DE",1132,94.3,21.8,52,65,13,12
2018,"offense,receiving",260,Edward Mcclendon,Senior,Mesa (AZ),(AZ),"FS, WR",1131,125.7,21.8,52,32,12,9
2018,"offense,receiving",261,Jarrian Jones,Senior,"Northwest Rankin (Brandon, MS)","(Brandon, MS)",ATH,1131,87.0,20.9,54,70,18,13
2018,"offense,receiving",262,Joshua jj Espinoza,Senior,Madera (CA),(CA),"CB, WR",1131,94.3,14.1,80,47,17,12
2018,"offense,receiving",263,Daniel Wheeler,Senior,"Trinity Christian (Lubbock, TX)","(Lubbock, TX)","WR, DB",1128,112.8,23.5,48,94,12,10
2018,"offense,receiving",264,Imonte Owsley,Junior,Owensboro (KY),(KY),"RB, CB",1128,86.8,21.3,53,87,12,13
2018,"offense,receiving",265,Mack Simmons,Senior,"Prince Avenue Christian (Athens, GA)","(Athens, GA)","CB, WR",1128,86.8,16.1,70,78,12,13
2018,"offense,receiving",266,Joshua Kelly,Senior,"San Joaquin Memorial (Fresno, CA)","(Fresno, CA)","WR, DB",1127,75.1,19.4,58,,12,15
2018,"offense,receiving",268,Hunter Furr,Senior,Chatham (VA),(VA),"WR, DB",1123,112.3,19.0,59,,12,10
2018,"offense,receiving",269,Marcus Rouse,Senior,"Eastern Wayne (Goldsboro, NC)","(Goldsboro, NC)","WR, CB",1122,102.0,31.2,36,80,13,11
2018,"offense,receiving",270,Javis Wren,Senior,Shannon (MS),(MS),"WR, CB",1122,93.5,20.0,56,79,9,12
2018,"offense,receiving",271,Ean Chavez,Junior,"Yuma Catholic (Yuma, AZ)","(Yuma, AZ)","RB, DB",1121,80.1,20.4,55,80,13,14
2018,"offense,receiving",272,Ryan Lonergan,Senior,Bozeman (MT),(MT),TE,1121,93.4,17.5,64,63,12,12
2018,"offense,receiving",273,Foster Yates,Senior,"Tupelo Christian Prep (Belden, MS)","(Belden, MS)","CB, WR",1119,101.7,20.3,55,66,17,11
2018,"offense,receiving",274,David Whaley,Senior,"San Gorgonio (San Bernardino, CA)","(San Bernardino, CA)","WR, CB",1119,69.9,20.3,55,85,16,16
2018,"offense,receiving",275,Michael Pettway,Junior,"Thompson (Alabaster, AL)","(Alabaster, AL)",WR,1119,101.7,17.5,64,59,17,11
2018,"offense,receiving",276,Kyle Minor,Senior,"Madison Academy (Madison, AL)","(Madison, AL)","CB, WR",1118,101.6,25.4,44,90,13,11
2018,"offense,receiving",277,Xavier Roberts,Senior,Rome (GA),(GA),"QB, WR",1118,79.9,20.0,56,,16,14
2018,"offense,receiving",278,Isaac Fink,Senior,Springfield (MN),(MN),"WR, DB",1118,93.2,17.7,63,70,16,12
2018,"offense,receiving",279,Garrett Siegert,Senior,Seymour (TX),(TX),"WR, CB",1117,101.5,18.3,61,95,8,11
2018,"offense,receiving",280,Miguel Flores,Junior,"Pharr-San Juan-Alamo (San Juan, TX)","(San Juan, TX)",WR,1116,101.5,16.4,68,80,14,11
2018,"offense,receiving",281,Nashaun Butler,Senior,"Lynn Classical (Lynn, MA)","(Lynn, MA)","SB, CB",1116,101.5,15.9,70,93,13,11
2018,"offense,receiving",282,Brock Pounders,Senior,Springdale (AR),(AR),"WR, CB",1114,111.4,18.6,60,68,5,10
2018,"offense,receiving",283,Dakota Cline,Senior,Cleveland (OK),(OK),"WR, DB",1114,111.4,15.1,74,,19,10
2018,"offense,receiving",284,Elijhah Badger,Junior,Folsom (CA),(CA),"WR, DB",1113,74.2,20.2,55,80,20,15
2018,"offense,receiving",285,Jorge Castaneda,Senior,"Martin (Laredo, TX)","(Laredo, TX)",,1111,101.0,22.2,50,74,8,11
2018,"offense,receiving",286,Regan Wilson,Junior,"Aloha (Beaverton, OR)","(Beaverton, OR)","WR, FS",1110,111.0,19.1,58,86,12,10
2018,"offense,receiving",287,Keaton Crooks,Junior,Cushing (OK),(OK),"WR, FS",1110,100.9,16.3,68,,12,11
2018,"offense,receiving",288,Irving Gastelum,Senior,Ogden (UT),(UT),SB,1108,100.7,19.8,56,70,12,11
2018,"offense,receiving",289,Blake Markham,Senior,Banks (OR),(OR),"WR, CB",1108,92.3,18.2,61,80,10,12
2018,"offense,receiving",290,Isaiah Jones,Senior,Cocoa (FL),(FL),WR,1108,79.1,17.9,62,54,8,14
2018,"offense,receiving",291,Markeese Lawrence,Sophomore,Andrews (TX),(TX),"WR, QB",1107,92.3,20.9,53,76,18,12
2018,"offense,receiving",292,Randall Smith,Junior,"Santana (Santee, CA)","(Santee, CA)",WR,1107,61.5,15.0,74,,19,18
2018,"offense,receiving",293,Charles Njoku,Senior,"Wayne Hills (Wayne, NJ)","(Wayne, NJ)","WR, DB",1106,85.1,21.3,52,65,16,13
2018,"offense,receiving",294,Cj Parchman,Junior,Sharon (PA),(PA),"WR, S",1105,78.9,14.9,74,77,11,14
2018,"offense,receiving",295,"Dicheono ""tito"" Simmons",Senior,Slidell (LA),(LA),"WR, RB",1104,100.4,19.0,58,78,8,11
2018,"offense,receiving",296,Jordan Patrick,Junior,Katy (TX),(TX),WR,1102,84.8,25.0,44,75,13,13
2018,"offense,receiving",297,Logan Kyle,Junior,"Tomball Memorial (Tomball, TX)","(Tomball, TX)",WR,1102,100.2,23.0,48,99,12,11
2018,"offense,receiving",298,Mike Rivera,Junior,Sunnyside (WA),(WA),"WR, CB",1102,110.2,22.0,50,81,13,10
2018,"offense,receiving",299,Logan Robertson,Senior,Red Bluff (CA),(CA),"WR, DB",1102,100.2,13.8,80,58,13,11
2018,"offense,receiving",300,Demetrien Johnson,Senior,"Knoxville Central (Knoxville, TN)","(Knoxville, TN)","WR, FS",1101,73.4,18.0,61,72,11,15
2018,"offense,receiving",151,Isaiah Strong,Junior,Pullman (WA),(WA),"CB, WR",1249,124.9,21.5,58,66,14,10
2018,"offense,receiving",152,Jayvin Little,Senior,"Timber Creek Regional (Erial, NJ)","(Erial, NJ)","WR, CB",1249,113.5,21.5,58,,7,11
2018,"offense,receiving",153,Jefferson Foreman,Senior,Del City (OK),(OK),WR,1247,113.4,19.5,64,75,16,11
2018,"offense,receiving",154,Aalias Williams,Junior,"Bonita (La Verne, CA)","(La Verne, CA)","WR, FS",1247,95.9,15.0,83,93,10,13
2018,"offense,receiving",155,Garrison Mccook,Senior,Canadian (TX),(TX),"WR, CB",1244,77.8,16.2,77,70,19,16
2018,"offense,receiving",156,Sean Atkins,Senior,Viera (FL),(FL),"WR, TB",1243,113.0,18.0,69,31,15,11
2018,"offense,receiving",157,Chandler Whitfield,Senior,Zachary (LA),(LA),WR,1236,88.3,22.1,56,86,13,14
2018,"offense,receiving",158,Malik Lawrence,Senior,"North Point (Waldorf, MD)","(Waldorf, MD)","WR, FS",1236,88.3,16.9,73,69,18,14
2018,"offense,receiving",159,Ty McCullouch,Senior,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)","WR, ATH",1235,95.0,19.0,65,81,21,13
2018,"offense,receiving",160,Da'shon Davis,Senior,"Jefferson County (Monticello, FL)","(Monticello, FL)","WR, FS",1234,102.8,17.4,71,97,11,12
2018,"offense,receiving",161,Jordan Lopez,Junior,"Walden Grove (Sahuarita, AZ)","(Sahuarita, AZ)","WR, DB",1230,111.8,22.8,54,93,12,11
2018,"offense,receiving",162,Brian Dillard,Senior,"Lake Weir (Ocala, FL)","(Ocala, FL)","SS, WR",1230,111.8,22.4,55,,11,11
2018,"offense,receiving",163,Caleb Burke,Junior,"Richland (Johnstown, PA)","(Johnstown, PA)","ATH, FS",1229,94.5,17.3,71,66,15,13
2018,"offense,receiving",164,Tre Gray,Senior,"South Bend Adams (South Bend, IN)","(South Bend, IN)",WR,1228,122.8,17.8,69,89,5,10
2018,"offense,receiving",165,Kaden Hastie,Senior,"Seneca (Tabernacle, NJ)","(Tabernacle, NJ)","WR, DB",1227,122.7,13.9,88,,15,10
2018,"offense,receiving",166,Antavius Rounds,Senior,"Simmons (Hollandale, MS)","(Hollandale, MS)","WR, CB",1221,87.2,34.9,35,88,11,14
2018,"offense,receiving",167,Tommy Christakos,Junior,"Chaparral (Scottsdale, AZ)","(Scottsdale, AZ)","WR, K",1221,111.0,22.6,54,,12,11
2018,"offense,receiving",168,Darius Ruffin,Senior,Hattiesburg (MS),(MS),,1221,93.9,20.7,59,83,14,13
2018,"offense,receiving",169,Jabez Tinae,Sophomore,"Kennedy Catholic (Burien, WA)","(Burien, WA)","SB, RB",1221,135.7,20.7,59,78,10,9
2018,"offense,receiving",170,Bryce Desjardins,Senior,"Fairview (Boulder, CO)","(Boulder, CO)",WR,1221,101.8,16.5,74,63,21,12
2018,"offense,receiving",171,Antwan Smith,Senior,"Wilson (Florence, SC)","(Florence, SC)","WR, FS",1221,101.8,16.3,75,,7,12
2018,"offense,receiving",172,Grant Arceneaux,Senior,"St. Thomas More (Lafayette, LA)","(Lafayette, LA)",WR,1221,93.9,15.3,80,72,21,13
2018,"offense,receiving",173,Jordan Smith,Senior,"Brennan (San Antonio, TX)","(San Antonio, TX)",WR,1218,101.5,22.6,54,88,12,12
2018,"offense,receiving",174,Joseph Carbone iii,Senior,"Cypress Christian (Houston, TX)","(Houston, TX)","WR, CB",1218,101.5,20.6,59,88,16,12
2018,"offense,receiving",175,Cade Brown,Senior,"Brookhaven Academy (Brookhaven, MS)","(Brookhaven, MS)","WR, DB",1216,110.5,21.7,56,80,17,11
2018,"offense,receiving",176,Noah Henderson,Senior,"Christ Presbyterian Academy (Nashville, TN)","(Nashville, TN)","WR, CB",1215,86.8,16.9,72,80,11,14
2018,"offense,receiving",177,Oran Nash-bergen,Junior,"Billings Senior (Billings, MT)","(Billings, MT)","WR, CB",1213,110.3,18.1,67,81,15,11
2018,"offense,receiving",178,Cameron Overton,Senior,"Parish Episcopal (Dallas, TX)","(Dallas, TX)","WR, S",1212,93.2,19.2,63,99,18,13
2018,"offense,receiving",179,Kain Medrano,Senior,"Pueblo East (Pueblo, CO)","(Pueblo, CO)","WR, FS",1211,93.2,18.3,66,75,21,13
2018,"offense,receiving",180,Isaiah Mckissic,Senior,"Beauregard (Opelika, AL)","(Opelika, AL)","WR, CB",1211,134.6,16.4,74,57,14,9
2018,"offense,receiving",181,Themus Fulks,Senior,"North Davidson (Lexington, NC)","(Lexington, NC)","QB, WR",1211,86.5,13.6,89,,16,14
2018,"offense,receiving",182,"Clark Phillips, iii",Junior,La Habra (CA),(CA),"CB, SB",1210,110.0,22.4,54,83,19,11
