file_year,category,rank,name,year,high_school,city_state,position,passingyards,passingyardspergame,passingcomp,passingatt,completionpercentage,passingtd,passingint,qbrating,gamesplayed
2019,"offense,passing",473,Gabe Zappia,Junior,"North Cross (Roanoke, VA)","(Roanoke, VA)",QB,2489,207.4,138,231,.597,30,7,123.7,12
2019,"offense,passing",474,Ethan Stovall,Senior,Mansfield (AR),(AR),QB,2488,226.2,175,264,.663,32,7,125.1,11
2019,"offense,passing",475,Rivers Hunt,Junior,"Hardin County (Savannah, TN)","(Savannah, TN)",QB,2488,191.4,157,228,.689,26,5,133.8,13
2019,"offense,passing",476,Connor Heaton,Senior,"Central A & M (Moweaqua, IL)","(Moweaqua, IL)",QB,2488,191.4,140,235,.596,32,2,131.9,13
2019,"offense,passing",477,Jacobian Morgan,Senior,Canton (MS),(MS),"QB, WR",2487,226.1,183,296,.618,27,7,109.2,11
2019,"offense,passing",478,Sebastian Ochoa,Senior,"Pebble Hills (El Paso, TX)","(El Paso, TX)",QB,2487,226.1,172,285,.604,31,4,119.1,11
2019,"offense,passing",479,Sam Brandt,Senior,Bethany (OK),(OK),"SS, QB",2484,207.0,158,233,.678,25,6,128.0,12
2019,"offense,passing",480,Nathan Temple,Senior,"Santana (Santee, CA)","(Santee, CA)",QB,2483,191.0,170,262,.649,34,6,125.7,13
2019,"offense,passing",481,Jaylon Worsham,Senior,"Wakulla (Crawfordville, FL)","(Crawfordville, FL)","QB, DB",2480,177.1,135,217,.622,22,10,116.1,14
2019,"offense,passing",482,Dylan Simonton,Senior,"O'Connor (Phoenix, AZ)","(Phoenix, AZ)",QB,2478,247.8,175,307,.570,26,18,87.0,10
2019,"offense,passing",483,Shane Stump,Senior,"Thomas Jefferson (Jefferson Hills, PA)","(Jefferson Hills, PA)","QB, DB",2478,154.9,123,209,.589,33,1,138.1,16
2019,"offense,passing",484,Chris Mullen,Sophomore,Chesterton (IN),(IN),QB,2477,247.7,151,284,.532,26,8,101.5,10
2019,"offense,passing",485,Drake Roberts,Senior,"South Walton (Santa Rosa Beach, FL)","(Santa Rosa Beach, FL)","QB, FS",2476,225.1,204,322,.634,15,5,96.0,11
2019,"offense,passing",486,Harrison Kirk,Senior,"Manheim Township (Lancaster, PA)","(Lancaster, PA)",QB,2476,206.3,153,245,.624,24,5,120.4,12
2019,"offense,passing",487,Noah May,Senior,"St. Mary's (Stockton, CA)","(Stockton, CA)",QB,2473,224.8,148,243,.609,22,10,108.3,11
2019,"offense,passing",488,Tate Warr,Senior,Millry (AL),(AL),"QB, SS",2470,205.8,109,193,.565,36,3,134.3,12
2019,"offense,passing",489,Cy Wing,Senior,Dublin (TX),(TX),"QB, OLB",2469,224.5,156,282,.553,21,9,96.2,11
2019,"offense,passing",490,Nate Ratcliff,Sophomore,Adair (OK),(OK),"QB, SS",2462,189.4,140,230,.609,34,7,124.3,13
2019,"offense,passing",491,Adrian Stringer,Junior,"Hopkins County Central (Madisonville, KY)","(Madisonville, KY)","QB, WR",2459,223.5,191,368,.519,19,10,79.1,11
2019,"offense,passing",492,Danny Walther,Senior,"Franklin (El Paso, TX)","(El Paso, TX)",QB,2459,223.5,147,249,.590,25,10,109.2,11
2019,"offense,passing",493,Chase Harrison,Sophomore,Centerville (OH),(OH),QB,2458,245.8,215,329,.653,24,7,103.1,10
2019,"offense,passing",494,Aj Mathis,Senior,"West Laurens (Dexter, GA)","(Dexter, GA)",QB,2458,189.1,161,265,.608,25,8,110.2,13
2019,"offense,passing",495,Kyle Keleher,Junior,"Rancho Christian (Temecula, CA)","(Temecula, CA)",QB,2456,245.6,147,252,.583,26,10,109.2,10
2019,"offense,passing",496,Elijah Blankenship,Junior,"Siuslaw (Florence, OR)","(Florence, OR)","QB, FS",2455,245.5,125,197,.635,13,1,126.8,10
2019,"offense,passing",497,Nathan Valencia,Senior,"Pleasant Grove (Elk Grove, CA)","(Elk Grove, CA)",QB,2450,245.0,153,255,.600,26,8,113.0,10
2019,"offense,passing",498,Cj Dixon,Senior,"Grayson (Loganville, GA)","(Loganville, GA)",QB,2447,188.2,169,315,.537,21,8,90.8,13
2019,"offense,passing",499,Maverick Summers,Senior,"North Putnam (Roachdale, IN)","(Roachdale, IN)",QB,2447,222.5,162,288,.562,33,12,105.2,11
2019,"offense,passing",500,Cade Sumbler,Senior,"Midlothian Heritage (Midlothian, TX)","(Midlothian, TX)","QB, DB",2447,188.2,155,269,.576,31,12,107.8,13
2019,"offense,passing",351,Ronald Holmes,Junior,"Northside (Houston, TX)","(Houston, TX)",QB,2678,267.8,131,258,.508,26,10,105.1,10
2019,"offense,passing",352,Billy Edwards,Junior,"Lake Braddock (Burke, VA)","(Burke, VA)",QB,2677,205.9,150,256,.586,31,6,124.3,13
2019,"offense,passing",353,Hayden Lee,Senior,"Dorman (Roebuck, SC)","(Roebuck, SC)",QB,2677,178.5,141,237,.595,27,8,122.6,15
2019,"offense,passing",354,Noah Rodriguez,Sophomore,Alhambra (CA),(CA),QB,2676,205.8,192,361,.532,34,10,97.1,13
2019,"offense,passing",355,Luke Holcomb,Junior,Puyallup (WA),(WA),QB,2675,222.9,193,295,.654,19,7,106.0,12
2019,"offense,passing",356,Eric Rodriguez,Senior,"Fort Bend Travis (Richmond, TX)","(Richmond, TX)","QB, ATH",2673,243.0,184,276,.667,30,6,125.2,11
2019,"offense,passing",357,Brady Allen,Sophomore,"Gibson Southern (Fort Branch, IN)","(Fort Branch, IN)",QB,2671,242.8,168,270,.622,31,8,121.1,11
2019,"offense,passing",358,Varney Farhnbullah,Junior,"Cox Mill (Concord, NC)","(Concord, NC)","QB, FS",2670,222.5,161,280,.575,27,10,107.0,12
2019,"offense,passing",359,Cole Fuller,Junior,"Lake Havasu (Lake Havasu City, AZ)","(Lake Havasu City, AZ)",QB,2669,266.9,219,353,.620,19,11,90.2,10
2019,"offense,passing",360,Jordan Smith,Senior,"Columbia (Lake City, FL)","(Lake City, FL)",QB,2669,222.4,159,287,.554,27,8,106.7,12
2019,"offense,passing",361,Jaylen Henderson,Junior,"Chaminade (West Hills, CA)","(West Hills, CA)",QB,2664,204.9,178,295,.603,20,6,104.1,13
2019,"offense,passing",362,Mason Brewer,Senior,"Grace Prep (Arlington, TX)","(Arlington, TX)",QB,2662,242.0,189,348,.543,26,14,87.4,11
2019,"offense,passing",363,Max Marsh,Senior,"Eaglecrest (Centennial, CO)","(Centennial, CO)",QB,2662,204.8,174,284,.613,16,10,96.3,13
2019,"offense,passing",364,Ty Black,Junior,"Shawnee Mission Northwest (Shawnee Mission, KS)","(Shawnee Mission, KS)",QB,2655,265.5,210,320,.656,24,8,105.9,10
2019,"offense,passing",365,Blake Hembree,Senior,"Alexander (Douglasville, GA)","(Douglasville, GA)",QB,2654,241.3,167,288,.580,28,7,111.1,11
2019,"offense,passing",366,Mike Wright,Senior,"Woodward Academy (College Park, GA)","(College Park, GA)",QB,2653,189.5,187,291,.643,37,8,121.8,14
2019,"offense,passing",367,Luca Stanzani,Sophomore,"Clearwater Academy International (Clearwater, FL)","(Clearwater, FL)",QB,2651,265.1,161,258,.624,26,6,120.8,10
2019,"offense,passing",368,Caleb Stith,Senior,"Covenant Christian (Colleyville, TX)","(Colleyville, TX)","QB, WR",2648,220.7,142,288,.493,35,13,102.3,12
2019,"offense,passing",369,Mitch Griffis,Senior,"Broad Run (Ashburn, VA)","(Ashburn, VA)",QB,2647,264.7,192,278,.691,29,3,129.6,10
2019,"offense,passing",370,Tyler Townley,Junior,Caddo Mills (TX),(TX),"QB, FS",2647,240.6,163,246,.663,24,10,117.7,11
2019,"offense,passing",371,Ja'shawn Scroggins,Junior,Las Vegas (NV),(NV),"QB, FS",2647,240.6,147,241,.610,39,5,129.6,11
2019,"offense,passing",372,Luke Mcallister,Junior,"Palmer Ridge (Monument, CO)","(Monument, CO)",QB,2647,220.6,136,223,.610,28,3,136.3,12
2019,"offense,passing",373,Grant McCook,Senior,Canadian (TX),(TX),"QB, WR",2646,176.4,193,289,.668,26,11,110.0,15
2019,"offense,passing",374,Brady Huchingson,Junior,"Acalanes (Lafayette, CA)","(Lafayette, CA)","QB, CB",2646,220.5,160,253,.632,29,5,128.3,12
2019,"offense,passing",375,Luke Boyers,Senior,"Boerne-Champion (Boerne, TX)","(Boerne, TX)",QB,2643,188.8,201,319,.630,26,5,109.8,14
2019,"offense,passing",376,Kai Raine Lee,Senior,Carmel (CA),(CA),"QB, WR",2643,264.3,168,261,.644,19,1,120.6,10
2019,"offense,passing",377,Trexler Ivey,Senior,"Wakefield (Raleigh, NC)","(Raleigh, NC)",QB,2641,240.1,165,271,.609,27,6,117.4,11
2019,"offense,passing",378,Chrichion Brown,Senior,"Highlands (North Highlands, CA)","(North Highlands, CA)","QB, LB",2641,240.1,122,237,.515,35,14,106.4,11
2019,"offense,passing",379,Thomas Carver,Senior,"Calvary Day (Savannah, GA)","(Savannah, GA)",QB,2638,239.8,213,343,.621,24,11,95.8,11
2019,"offense,passing",380,Riley H walker,Senior,"Rejoice Christian (Owasso, OK)","(Owasso, OK)","QB, FS",2638,202.9,174,272,.640,36,6,126.2,13
2019,"offense,passing",381,Angel Ochoa,Senior,Adelanto (CA),(CA),QB,2637,202.8,126,234,.538,30,12,112.1,13
2019,"offense,passing",382,Martin Urroz,Senior,"Minarets (O'Neals, CA)","(O'Neals, CA)",QB,2630,239.1,160,294,.544,22,10,95.5,11
2019,"offense,passing",383,Skyler Locklear,Sophomore,"Cleveland (Clayton, NC)","(Clayton, NC)",QB,2628,187.7,165,267,.618,35,9,120.1,14
2019,"offense,passing",384,Richard Munoz,Freshman,"La Salle (Pasadena, CA)","(Pasadena, CA)",QB,2626,238.7,163,287,.568,30,14,102.1,11
2019,"offense,passing",385,Nicholas Coronado,Sophomore,"Kimball (Tracy, CA)","(Tracy, CA)",QB,2625,238.6,199,305,.652,25,9,107.3,11
2019,"offense,passing",386,Evan Simon,Senior,"Manheim Central (Manheim, PA)","(Manheim, PA)","QB, FS",2625,218.8,154,270,.570,25,8,108.6,12
2019,"offense,passing",387,Tj Finley,Senior,Ponchatoula (LA),(LA),QB,2623,238.5,159,295,.539,20,9,93.9,11
2019,"offense,passing",388,Sean Jastrab,Junior,"Bonita (La Verne, CA)","(La Verne, CA)",QB,2622,238.4,207,343,.603,26,6,102.2,11
2019,"offense,passing",389,Nick Wilds-lawing,Senior,"Northwest Cabarrus (Concord, NC)","(Concord, NC)","QB, SS",2622,187.3,160,253,.632,29,10,119.7,14
2019,"offense,passing",390,Maddux Richey,Junior,Baldwyn (MS),(MS),"QB, FS",2622,201.7,159,248,.641,30,8,125.7,13
2019,"offense,passing",391,Calahan Carter,Senior,"Holy Family (Broomfield, CO)","(Broomfield, CO)",QB,2622,238.4,155,259,.598,25,11,108.6,11
2019,"offense,passing",392,Jared Moran,Junior,Seekonk (MA),(MA),QB,2619,218.3,192,358,.536,21,9,86.3,12
2019,"offense,passing",393,Braxton Cox,Senior,"Draughn (Valdese, NC)","(Valdese, NC)",QB,2618,238.0,172,275,.625,31,5,123.9,11
2019,"offense,passing",394,Daniel Uranga,Senior,Homedale (ID),(ID),"QB, FS",2616,218.0,137,222,.617,31,4,134.7,12
2019,"offense,passing",395,Chris Ruhnke,Junior,"Platte County (Platte City, MO)","(Platte City, MO)",QB,2614,186.7,184,335,.549,22,8,92.3,14
2019,"offense,passing",396,David Williams,Sophomore,"Robichaud (Dearborn Heights, MI)","(Dearborn Heights, MI)",QB,2614,217.8,110,194,.567,29,2,136.7,12
2019,"offense,passing",397,Leo Holsey,Sophomore,Sweetwater (TX),(TX),QB,2613,261.3,156,277,.563,32,12,108.8,10
2019,"offense,passing",398,Creyton Cooper,Junior,Lehi (UT),(UT),QB,2612,186.6,211,399,.529,33,19,81.2,14
2019,"offense,passing",399,Christian Coudriet,Sophomore,St. Marys (PA),(PA),"QB, DB",2612,237.5,184,302,.609,22,13,95.2,11
2019,"offense,passing",400,Luke Bogan,Senior,"Northwood (Shreveport, LA)","(Shreveport, LA)",QB,2608,217.3,201,317,.634,33,4,118.6,12
2019,"offense,passing",401,Avery Seaton,Junior,"Madison Academy (Madison, AL)","(Madison, AL)",QB,2606,236.9,165,275,.600,16,9,97.3,11
2019,"offense,passing",402,Jake Hanson,Sophomore,Center (TX),(TX),"QB, OLB",2603,236.6,138,259,.533,29,9,111.2,11
2019,"offense,passing",403,Hudson Jones,Junior,"San Juan Hills (San Juan Capistrano, CA)","(San Juan Capistrano, CA)",QB,2599,173.3,207,291,.711,33,5,129.2,15
2019,"offense,passing",404,Jake Tarwater,Junior,"South Tahoe (South Lake Tahoe, CA)","(South Lake Tahoe, CA)",QB,2596,259.6,174,279,.624,24,8,109.6,10
2019,"offense,passing",405,Shane Jennings,Senior,Gooding (ID),(ID),"QB, FS",2588,258.8,200,302,.662,30,5,119.2,10
2019,"offense,passing",406,Ah-shaun Davis,Junior,Willingboro (NJ),(NJ),QB,2587,199.0,124,214,.579,38,6,128.6,13
2019,"offense,passing",407,Braxton Bolingbroke,Junior,"Skyline (Salt Lake City, UT)","(Salt Lake City, UT)",QB,2583,234.8,181,310,.584,28,17,92.7,11
2019,"offense,passing",408,Damien Pecoraro,Senior,"Highland (Palmdale, CA)","(Palmdale, CA)","QB, SS",2583,161.4,141,234,.603,33,10,120.1,16
2019,"offense,passing",409,Haden Carlson,Senior,"Steinbrenner (Lutz, FL)","(Lutz, FL)",QB,2582,184.4,181,290,.624,33,5,121.9,14
2019,"offense,passing",410,Jay Butterfield,Senior,"Liberty (Brentwood, CA)","(Brentwood, CA)",QB,2582,215.2,170,298,.570,27,6,107.5,12
2019,"offense,passing",411,Ronnie Baker,Junior,Thomasville (GA),(GA),QB,2579,184.2,206,336,.613,22,9,95.8,14
2019,"offense,passing",412,Kaden Mcmullen,Junior,"Living Word Christian (O'Fallon, MO)","(O'Fallon, MO)",QB,2578,214.8,135,224,.603,20,10,111.4,12
2019,"offense,passing",413,Rylan Metz,Senior,"Alexandria-Monroe (Alexandria, IN)","(Alexandria, IN)","QB, FS",2576,234.2,190,270,.704,31,4,132.6,11
2019,"offense,passing",414,Andrew Henriquez,Senior,"La Serna (Whittier, CA)","(Whittier, CA)",QB,2576,184.0,170,250,.680,29,5,132.0,14
2019,"offense,passing",415,Emilio Corona,Senior,San Luis Obispo (CA),(CA),"QB, CB",2575,214.6,155,256,.605,38,9,119.4,12
2019,"offense,passing",416,Aj Duffy,Sophomore,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)",QB,2568,214.0,185,261,.709,26,7,124.2,12
2019,"offense,passing",417,Mike Chandler II,Senior,"Judson (Converse, TX)","(Converse, TX)",QB,2563,183.1,152,245,.620,25,4,124.6,14
2019,"offense,passing",418,Jacob Negus,Senior,"American Leadership Academy (Spanish Fork, UT)","(Spanish Fork, UT)","QB, SS",2562,213.5,169,340,.497,26,11,86.9,12
2019,"offense,passing",419,Dillon Simon,Junior,"Lake Charles College Prep (Lake Charles, LA)","(Lake Charles, LA)",QB,2561,213.4,162,252,.643,24,3,124.8,12
2019,"offense,passing",420,Tyler Szalkowski,Junior,"Aquinas Institute (Rochester, NY)","(Rochester, NY)","QB, P",2559,255.9,148,209,.708,27,8,135.7,10
2019,"offense,passing",421,Nolan Bynum,Junior,Delta (CO),(CO),"QB, LB",2556,196.6,151,259,.583,34,7,120.1,13
2019,"offense,passing",422,Weston Wilber,Senior,"Greenwood (Midland, TX)","(Midland, TX)",QB,2555,170.3,117,222,.527,36,6,122.3,15
2019,"offense,passing",423,Ruben Deuce lee ii,Junior,Moss Point (MS),(MS),"QB, FS",2553,232.1,165,285,.579,25,9,103.7,11
2019,"offense,passing",424,Nicco Marchiol,Sophomore,"Regis Jesuit (Aurora, CO)","(Aurora, CO)",QB,2552,212.7,189,298,.634,27,8,109.6,12
2019,"offense,passing",425,Jonathan Salabaj,Junior,"Carter (Rialto, CA)","(Rialto, CA)",QB,2548,212.3,159,257,.619,20,15,96.6,12
2019,"offense,passing",426,Henry Belin,Sophomore,"Cardinal Hayes (Bronx, NY)","(Bronx, NY)",QB,2547,195.9,163,268,.608,22,8,107.3,13
2019,"offense,passing",427,Steven Navalinsky,Junior,"Elyria Catholic (Elyria, OH)","(Elyria, OH)","QB, WR",2547,231.5,146,243,.601,27,16,105.4,11
2019,"offense,passing",428,Hank Gibbs,Senior,Fayetteville (AR),(AR),QB,2543,231.2,174,293,.594,29,11,105.1,11
2019,"offense,passing",429,Angelo Donato,Junior,"Wake Christian Academy (Raleigh, NC)","(Raleigh, NC)","QB, FS",2543,231.2,158,338,.467,29,15,82.5,11
2019,"offense,passing",430,Will Howard,Senior,"Downingtown West (Downingtown, PA)","(Downingtown, PA)",QB,2543,181.6,151,238,.634,27,8,123.3,14
2019,"offense,passing",431,Josh Magana,Senior,Dinuba (CA),(CA),QB,2539,211.6,200,332,.602,27,11,97.5,12
2019,"offense,passing",432,Ty Bates,Sophomore,Archer City (TX),(TX),"QB, WR",2537,230.6,168,304,.553,25,8,99.4,11
2019,"offense,passing",433,Clayton Marengi,Senior,Lynnfield (MA),(MA),"QB, ATH",2537,230.6,154,237,.650,31,8,126.4,11
2019,"offense,passing",434,Gunnar Gearen,Junior,DeQuincy (LA),(LA),"QB, WR",2537,230.6,152,246,.618,24,13,107.0,11
2019,"offense,passing",435,Deandrea Smith,Sophomore,Greenwood (MS),(MS),"QB, WR",2537,181.2,120,207,.580,27,5,131.0,14
2019,"offense,passing",436,Kevan Covarrubiaz,Senior,Eldorado (TX),(TX),QB,2533,211.1,144,258,.558,22,14,95.3,12
2019,"offense,passing",437,Blake White,Junior,"Indianapolis Lutheran (Indianapolis, IN)","(Indianapolis, IN)",QB,2532,180.9,177,301,.588,27,9,103.6,14
2019,"offense,passing",438,Isaac Ward,Senior,"Clarke Central (Athens, GA)","(Athens, GA)",QB,2531,194.7,165,273,.604,33,8,118.5,13
2019,"offense,passing",439,Wyatt Evertsen,Senior,Farmington (UT),(UT),,2529,229.9,183,365,.501,25,8,86.4,11
2019,"offense,passing",440,Ethan Cash,Senior,"Independence (Thompson's Station, TN)","(Thompson's Station, TN)",QB,2527,210.6,215,395,.544,20,7,83.6,12
2019,"offense,passing",441,Reed Braundmeier,Junior,"Mater Dei (Breese, IL)","(Breese, IL)","QB, FS",2527,210.6,166,277,.599,24,5,111.4,12
2019,"offense,passing",442,Jace Wilson,Junior,Del Valle (TX),(TX),QB,2526,252.6,165,252,.655,27,6,124.2,10
2019,"offense,passing",443,Stone Earle,Senior,"Birdville (North Richland Hills, TX)","(North Richland Hills, TX)",QB,2526,210.5,149,259,.575,36,7,119.0,12
2019,"offense,passing",444,Shawqi Itraish,Junior,"Braden River (Bradenton, FL)","(Bradenton, FL)",QB,2525,229.5,169,282,.599,18,4,104.7,11
2019,"offense,passing",445,Sam Tumilty,Senior,"Willowbrook (Villa Park, IL)","(Villa Park, IL)","QB, FS",2525,194.2,150,217,.691,23,7,130.1,13
2019,"offense,passing",446,Matthew Geeting,Junior,Chino Hills (CA),(CA),QB,2524,210.3,205,354,.579,27,10,93.7,12
2019,"offense,passing",447,Jarrett Synek,Junior,Hastings (NE),(NE),,2524,229.5,163,288,.566,29,4,113.5,11
2019,"offense,passing",448,Behren Morton,Junior,Eastland (TX),(TX),"QB, FS",2521,252.1,150,249,.602,29,3,128.3,10
2019,"offense,passing",449,Hunter Flowers,Senior,Carrollton (IL),(IL),"QB, LS",2520,210.0,162,274,.591,34,10,114.1,12
2019,"offense,passing",450,Carter Putt,Senior,"Heritage Academy (Columbus, MS)","(Columbus, MS)",QB,2520,180.0,140,232,.603,31,10,119.3,14
2018,"offense,passing",151,Christian Castaneda,Junior,"Eastwood (El Paso, TX)","(El Paso, TX)",,3115,283.2,184,329,.559,33,11,107.6,11
2018,"offense,passing",152,Alex Flinn,Senior,"A.C. Reynolds (Asheville, NC)","(Asheville, NC)","QB, WR",3113,222.4,210,343,.612,34,8,114.2,14
2018,"offense,passing",153,Doug Brumfield,Junior,"Serra (Gardena, CA)","(Gardena, CA)",QB,3112,282.9,237,387,.612,20,12,90.9,11
2018,"offense,passing",154,Cael Welker,Sophomore,Jackson (MO),(MO),QB,3110,259.2,195,294,.663,42,8,129.7,12
2018,"offense,passing",155,Julian Brown,Senior,"Cypress Creek (Houston, TX)","(Houston, TX)",QB,3106,238.9,277,476,.582,21,17,77.6,13
2018,"offense,passing",156,Colt Nelson,Senior,Madera (CA),(CA),QB,3092,257.7,244,389,.627,45,11,114.3,12
2018,"offense,passing",157,Dylan Guerra,Junior,Arcadia (CA),(CA),QB,3091,220.8,184,271,.679,35,7,135.0,14
2018,"offense,passing",158,Shedeur Sanders,Sophomore,"Trinity Christian (Cedar Hill, TX)","(Cedar Hill, TX)","QB, SS",3088,220.6,177,289,.612,42,7,127.1,14
2018,"offense,passing",159,Vince Amendola,Senior,"Leesville Road (Raleigh, NC)","(Raleigh, NC)",QB,3087,237.5,227,363,.625,21,5,103.2,13
2018,"offense,passing",160,Nick Frey,Senior,"Cardinal Gibbons (Raleigh, NC)","(Raleigh, NC)",QB,3084,257.0,206,332,.620,35,6,120.1,12
2018,"offense,passing",161,Bobo Hodges,Senior,"Maplewood (Nashville, TN)","(Nashville, TN)",QB,3081,220.1,170,265,.642,37,8,131.0,14
2018,"offense,passing",162,Aaron Tobias,Junior,"Penns Valley Area (Spring Mills, PA)","(Spring Mills, PA)","QB, DB",3075,256.3,214,347,.617,34,9,112.3,12
2018,"offense,passing",163,Joey Aguilar,Senior,"Freedom (Oakley, CA)","(Oakley, CA)",QB,3074,256.2,186,287,.648,32,9,124.8,12
2018,"offense,passing",164,Bryson Barnes,Junior,Milford (UT),(UT),"QB, SS",3073,256.1,156,267,.584,48,5,130.5,12
2018,"offense,passing",165,Zach Diez,Sophomore,"Ascension Christian (Gonzales, LA)","(Gonzales, LA)","QB, WR",3067,306.7,182,374,.487,16,9,81.0,10
2018,"offense,passing",166,Kaylon Wade,Senior,Kings Mountain (NC),(NC),"QB, FS",3063,218.8,148,258,.574,42,8,126.0,14
2018,"offense,passing",167,Jacob Guidry,Senior,Slidell (LA),(LA),QB,3061,255.1,166,261,.636,31,10,127.6,12
2018,"offense,passing",168,Alvonte Lawton,Junior,"Maury (Norfolk, VA)","(Norfolk, VA)",QB,3056,218.3,176,271,.649,39,8,130.5,14
2018,"offense,passing",169,Joe Hauser,Senior,"Richland (Johnstown, PA)","(Johnstown, PA)","QB, FS",3054,218.1,202,373,.542,35,13,98.1,14
2018,"offense,passing",170,Ace Whitehead,Sophomore,Lampasas (TX),(TX),"QB, K",3049,254.1,221,308,.718,35,4,135.6,12
2018,"offense,passing",171,Aaron Chase,Senior,"Starpoint (Lockport, NY)","(Lockport, NY)",QB,3048,338.7,192,291,.660,36,7,130.3,9
2018,"offense,passing",172,Jordan Smith,Junior,"Columbia (Lake City, FL)","(Lake City, FL)",QB,3046,276.9,195,320,.609,33,10,113.9,11
2018,"offense,passing",173,Jack Wilson,Senior,"Century (Hillsboro, OR)","(Hillsboro, OR)",QB,3044,338.2,235,352,.668,31,15,105.4,9
2018,"offense,passing",174,Tristan Weatherly,Senior,Vidalia (LA),(LA),"QB, LB",3044,253.7,223,404,.552,31,10,94.7,12
2018,"offense,passing",175,Myles Herrera,Senior,"Redlands East Valley (Redlands, CA)","(Redlands, CA)",QB,3042,276.5,201,365,.551,21,7,93.9,11
2018,"offense,passing",176,Jack Conner,Senior,Sullivan (IN),(IN),"QB, FS",3040,253.3,228,356,.640,37,5,119.8,12
2018,"offense,passing",177,Peyton Holt,Senior,Greenwood (AR),(AR),WR,3037,233.6,233,337,.691,23,2,117.5,13
2018,"offense,passing",178,Hayden Vandehey,Senior,Banks (OR),(OR),"QB, FS",3037,253.1,192,292,.658,34,7,129.0,12
2018,"offense,passing",179,Damian Hernandez,Junior,Woodlake (CA),(CA),QB,3036,233.5,201,300,.670,32,9,123.1,13
2018,"offense,passing",180,Eric Rodriguez,Junior,"Fort Bend Travis (Richmond, TX)","(Richmond, TX)",QB,3025,275.0,197,313,.629,29,9,113.7,11
2018,"offense,passing",181,Drake Roberts,Junior,"South Walton (Santa Rosa Beach, FL)","(Santa Rosa Beach, FL)",QB,3023,274.8,236,391,.604,21,17,84.4,11
2018,"offense,passing",182,Donovan Brewington,Senior,"South View (Hope Mills, NC)","(Hope Mills, NC)","QB, FS",3021,215.8,190,298,.638,33,2,131.6,14
2018,"offense,passing",183,Keyshawn Johnson,Senior,Falls City (TX),(TX),"QB, RB",3012,200.8,169,238,.710,40,6,142.4,15
2018,"offense,passing",184,Will Rogers,Junior,Brandon (MS),(MS),QB,3009,200.6,205,342,.599,23,12,96.5,15
2018,"offense,passing",185,Tyler Venables,Junior,"Daniel (Central, SC)","(Central, SC)","QB, SS",3006,231.2,243,364,.668,26,4,111.4,13
2018,"offense,passing",186,Blake Thelen,Senior,Great Falls (MT),(MT),"QB, WR",3005,273.2,228,365,.625,28,6,107.2,11
2018,"offense,passing",187,Jayden George,Senior,"Warren Central (Indianapolis, IN)","(Indianapolis, IN)",QB,3005,214.6,198,312,.635,41,5,128.0,14
2018,"offense,passing",188,Ethan Moller,Senior,"O'Connor (Phoenix, AZ)","(Phoenix, AZ)",QB,3005,300.5,189,324,.583,30,10,107.3,10
2018,"offense,passing",189,Lane Rucker,Sophomore,Perry (GA),(GA),QB,3004,273.1,202,384,.526,20,17,77.4,11
2018,"offense,passing",190,Tj Bright,Sophomore,Cuba (MO),(MO),QB,3004,300.4,171,344,.497,25,20,79.9,10
2018,"offense,passing",191,Ian Thies,Senior,"Westminster Christian (Huntsville, AL)","(Huntsville, AL)",QB,3003,250.3,183,280,.654,36,8,128.9,12
2018,"offense,passing",192,Eric Wilson,Junior,"Sto-Rox (McKees Rocks, PA)","(McKees Rocks, PA)","QB, ATH",3003,300.3,158,264,.598,38,11,121.6,10
2018,"offense,passing",193,Cade Mcnamara,Senior,"Damonte Ranch (Reno, NV)","(Reno, NV)",QB,2995,249.6,177,282,.628,39,6,129.4,12
2018,"offense,passing",194,"Kyle  Douglas, Jr. ",Junior,"Wilmer-Hutchins (Dallas, TX)","(Dallas, TX)","QB, CB",2994,272.2,175,300,.583,34,4,124.5,11
2018,"offense,passing",195,Nicholas Celidonio,Senior,Vero Beach (FL),(FL),QB,2985,248.8,186,261,.713,29,6,136.6,12
2018,"offense,passing",196,Aj Duffy,Freshman,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)",QB,2984,229.5,163,234,.697,40,7,139.3,13
2018,"offense,passing",197,Cole jax Alexander,Junior,Lapel (IN),(IN),"QB, SS",2983,229.5,175,323,.542,33,13,103.0,13
2018,"offense,passing",198,Jonny Parkinson,Senior,Logan (UT),(UT),QB,2982,271.1,226,388,.582,28,10,96.0,11
2018,"offense,passing",199,Grayson Tramel,Senior,"Shelbyville Central (Shelbyville, TN)","(Shelbyville, TN)",QB,2975,247.9,228,364,.626,34,10,108.0,12
2018,"offense,passing",200,Hunter Helms,Junior,"Gray Collegiate Academy (West Columbia, SC)","(West Columbia, SC)",QB,2966,247.2,230,335,.687,24,6,112.6,12
2018,"offense,passing",201,Jaden Jones,Junior,"Bald Eagle Area (Wingate, PA)","(Wingate, PA)","QB, FS",2966,211.9,177,305,.580,31,19,98.9,14
2018,"offense,passing",202,Gabriel Herrera,Junior,"Parkland (El Paso, TX)","(El Paso, TX)",QB,2964,247.0,216,314,.688,39,4,133.0,12
2018,"offense,passing",203,Jamarian George,Senior,"Shadow Creek (Pearland, TX)","(Pearland, TX)",QB,2961,197.4,178,287,.620,33,8,123.5,15
2018,"offense,passing",204,Matthew Plasterer,Senior,"Billings Senior (Billings, MT)","(Billings, MT)","QB, SS",2959,269.0,216,336,.643,32,8,114.2,11
