file_year,category,rank,name,year,high_school,city_state,position,totaltdnum,rushingtdnum,receivingtdnum,fumblereturnedtdnum,intreturnedtdnum,puntreturnedtdnum,kickoffreturnedtdnum,tdspergame,gamesplayed
2019,"offense,touchdowns",291,Ethan Harris,Senior,"Northern Highlands (Allendale, NJ)","(Allendale, NJ)",RB,28,23,5,,,,,2.3,12
2019,"offense,touchdowns",292,Brayden Wilcox,Junior,Christoval (TX),(TX),"QB, CB",28,25,,,2,,1,2.3,12
2019,"offense,touchdowns",293,Jesse Valenzuela,Senior,Camarillo (CA),(CA),"RB, CB",28,24,3,,,,1,2.2,13
2019,"offense,touchdowns",294,Quan Nora,Senior,"Grimsley (Greensboro, NC)","(Greensboro, NC)","RB, DB",28,27,1,,,,,2.2,13
2019,"offense,touchdowns",295,Trey Benson,Senior,"St. Joseph (Greenville, MS)","(Greenville, MS)","TB, FS",28,26,2,,,,,2.2,13
2019,"offense,touchdowns",296,Jerry Garcia jr,Junior,"Gray's Creek (Hope Mills, NC)","(Hope Mills, NC)","RB, SS",28,23,4,,,,1,2.2,13
2019,"offense,touchdowns",297,Tyler Buchner,Junior,"Bishop's (La Jolla, CA)","(La Jolla, CA)","QB, FS",28,28,,,,,,2.2,13
2019,"offense,touchdowns",298,Andre Watkins,Sophomore,"Lincoln (Los Angeles, CA)","(Los Angeles, CA)","RB, S",28,26,2,,,,,2.2,13
2019,"offense,touchdowns",299,Sean O'keefe,Senior,San Saba (TX),(TX),"QB, CB",28,27,1,,,,,2.2,13
2019,"offense,touchdowns",300,Jaheim Morris,Senior,"Cedar Cliff (Camp Hill, PA)","(Camp Hill, PA)","RB, CB",28,27,1,,,,,2.2,13
2019,"offense,touchdowns",301,Jaheim Morris,Senior,"Cedar Cliff (Camp Hill, PA)","(Camp Hill, PA)","RB, CB",28,27,1,,,,,2.2,13
2019,"offense,touchdowns",302,Kody Epps,Senior,"Mater Dei (Santa Ana, CA)","(Santa Ana, CA)",WR,28,,28,,,,,2.2,13
2019,"offense,touchdowns",303,Cole Kirkpatrick,Junior,Argyle (TX),(TX),"WR, FS",28,0,28,,,,,2.0,14
2019,"offense,touchdowns",304,Cody Smith,Senior,"Patrick Henry (Glade Spring, VA)","(Glade Spring, VA)","CB, WR",28,21,6,,1,,,2.0,14
2019,"offense,touchdowns",305,Thaddius Franklin,Junior,"Chaminade-Madonna (Hollywood, FL)","(Hollywood, FL)","QB, RB",28,28,,,,,,2.0,14
2019,"offense,touchdowns",306,Jhari Patterson,Senior,"A.C. Reynolds (Asheville, NC)","(Asheville, NC)","WR, SS",28,9,17,,,,2,2.0,14
2019,"offense,touchdowns",307,Paul Neel,Junior,"Charlotte Catholic (Charlotte, NC)","(Charlotte, NC)",RB,28,26,2,,,,,1.9,15
2019,"offense,touchdowns",308,Kayden Myers,Senior,Ava (MO),(MO),"FB, LB",28,26,2,,,,,1.9,15
2019,"offense,touchdowns",309,Taytem Thetford,Senior,Post (TX),(TX),"QB, OLB",28,15,13,,,,,1.9,15
2019,"offense,touchdowns",310,Shamar Smith,Senior,St. James (LA),(LA),"QB, WR",28,27,1,,,0,0,1.9,15
2019,"offense,touchdowns",311,Carter Harris,Senior,Elk Grove (CA),(CA),"QB, FS",28,28,,,,,,1.9,15
2019,"offense,touchdowns",312,Stephen Gosnell,Senior,"East Surry (Pilot Mountain, NC)","(Pilot Mountain, NC)","WR, QB",28,4,22,0,0,0,2,1.9,15
2019,"offense,touchdowns",313,Christopher Beasley jr.,Senior,"Maury (Norfolk, VA)","(Norfolk, VA)","RB, CB",28,24,3,,,1,,1.9,15
2019,"offense,touchdowns",314,Dylan Mallozzi,Senior,"Thomas Jefferson (Jefferson Hills, PA)","(Jefferson Hills, PA)","RB, DB",28,28,,,,,,1.8,16
2019,"offense,touchdowns",315,Jayln Marks,Senior,"City View (Wichita Falls, TX)","(Wichita Falls, TX)",ATH,27,2,25,,,,,2.7,10
2019,"offense,touchdowns",316,Austin Newcomb,Senior,"Clarion Area (Clarion, PA)","(Clarion, PA)",RB,27,21,5,,1,,,2.7,10
2019,"offense,touchdowns",317,Andrew Lujan,Senior,Estancia (NM),(NM),,27,27,,,,,,2.7,10
2019,"offense,touchdowns",318,Carl Limbrick,Junior,Jasper (TX),(TX),,27,25,1,,,,1,2.7,10
2019,"offense,touchdowns",319,Colin Wagner,Senior,"North Newton (Morocco, IN)","(Morocco, IN)","RB, MLB",27,26,1,,,,,2.7,10
2019,"offense,touchdowns",320,Isaac Harris,Senior,"North Cross (Roanoke, VA)","(Roanoke, VA)","RB, LB",27,26,,,,1,,2.5,11
2019,"offense,touchdowns",321,Mykal Blanco,Senior,"Hanks (El Paso, TX)","(El Paso, TX)","WR, DB",27,1,23,,,,3,2.5,11
2019,"offense,touchdowns",322,Caleb Bower,Junior,"Wyoming East (New Richmond, WV)","(New Richmond, WV)","RB, LB",27,26,1,0,0,1,0,2.5,11
2019,"offense,touchdowns",323,Ja'derris Carr-kersh,Junior,"Vista PEAK Prep (Aurora, CO)","(Aurora, CO)","RB, CB",27,23,4,,,,,2.5,11
2019,"offense,touchdowns",324,Jake Williams,Senior,"Pascack Valley (Hillsdale, NJ)","(Hillsdale, NJ)","RB, LB",27,26,1,,,,,2.5,11
2019,"offense,touchdowns",325,Jabari Small,Senior,"Briarcrest Christian (Eads, TN)","(Eads, TN)","RB, SB",27,25,2,,,0,,2.5,11
2019,"offense,touchdowns",326,David Marquez,Senior,"Trivium Prep (Goodyear, AZ)","(Goodyear, AZ)","RB, LB",27,27,,,,,,2.5,11
2019,"offense,touchdowns",327,Keaghan McAllister,Senior,"Stevens (Claremont, NH)","(Claremont, NH)","RB, OLB",27,25,1,0,0,0,1,2.5,11
2019,"offense,touchdowns",328,Junior Summerhill,Senior,Waterloo (AL),(AL),"RB, SS",27,26,1,,,,,2.5,11
2019,"offense,touchdowns",329,Chad Bach,Senior,Lowville (NY),(NY),"QB, LB",27,27,,,,,,2.5,11
2019,"offense,touchdowns",330,Mark Saunders,Junior,"Grapevine Faith Christian (Grapevine, TX)","(Grapevine, TX)","RB, DB",27,22,4,,,,1,2.3,12
2019,"offense,touchdowns",331,Marshall Pike,Senior,"Discovery Canyon (Colorado Springs, CO)","(Colorado Springs, CO)","FB, DT",27,27,,0,0,,,2.3,12
2019,"offense,touchdowns",332,Deshareoh Williams,Senior,"Wade Hampton (Hampton, SC)","(Hampton, SC)","RB, SS",27,25,1,,,,1,2.3,12
2019,"offense,touchdowns",333,Dakory Willis,Senior,Flatonia (TX),(TX),RB,27,24,2,,,,1,2.3,12
2019,"offense,touchdowns",334,Noah Wagner,Senior,Conifer (CO),(CO),"LB, TB",27,26,1,,,,,2.3,12
2019,"offense,touchdowns",335,Amin Woods,Senior,"Cornwall Central (New Windsor, NY)","(New Windsor, NY)",RB,27,24,3,,,,,2.3,12
2019,"offense,touchdowns",336,Kyle Franklin,Junior,"IC Catholic Prep (Elmhurst, IL)","(Elmhurst, IL)","RB, MLB",27,26,1,,,,,2.3,12
2019,"offense,touchdowns",337,Daniel Miller,Senior,Marksville (LA),(LA),"RB, CB",27,25,1,,1,,,2.3,12
2019,"offense,touchdowns",338,Austin Mages,Junior,"Perkins-Tryon (Perkins, OK)","(Perkins, OK)","QB, SS",27,27,,,,,,2.3,12
2019,"offense,touchdowns",339,Daniel Hishaw jr,Senior,Moore (OK),(OK),"QB, CB",27,27,,,,,,2.3,12
2019,"offense,touchdowns",340,Tyshawn Lopez,Senior,"William Floyd (Mastic Beach, NY)","(Mastic Beach, NY)","RB, OLB",27,27,,,,,,2.3,12
2019,"offense,touchdowns",341,Jeriah Hightower,Senior,"Madisonville-North Hopkins (Madisonville, KY)","(Madisonville, KY)","RB, MLB",27,27,,,,,,2.3,12
2019,"offense,touchdowns",342,Wenkers Wright,Junior,"Floyd Central (Floyds Knobs, IN)","(Floyds Knobs, IN)","RB, CB",27,26,1,,,,,2.3,12
2019,"offense,touchdowns",343,Joe M brunson,Junior,Baker (FL),(FL),"QB, RB",27,23,3,,,1,,2.1,13
2019,"offense,touchdowns",344,Damozzio Harris,Junior,"Jenkins (Savannah, GA)","(Savannah, GA)",ATH,27,26,1,,,,,2.1,13
2019,"offense,touchdowns",345,Shunderrick Powell,Junior,Hoxie (AR),(AR),"RB, SS",27,25,2,,,,0,2.1,13
2019,"offense,touchdowns",346,Blake Krigbaum,Senior,Brawley (CA),(CA),"RB, MLB",27,27,0,,,,,2.1,13
2019,"offense,touchdowns",347,Nate Thomas,Junior,"St. Laurence (Burbank, IL)","(Burbank, IL)",RB,27,26,1,,,,,2.1,13
2019,"offense,touchdowns",348,Daniel Zamora,Senior,"Eagle Rock (Los Angeles, CA)","(Los Angeles, CA)",RB,27,21,6,,,,,2.1,13
2019,"offense,touchdowns",349,Hans Grassmann,Senior,"Placer (Auburn, CA)","(Auburn, CA)","FB, DE",27,27,,,,,,2.1,13
2019,"offense,touchdowns",350,Xaylon Falls,Senior,"Harmony Grove (Camden, AR)","(Camden, AR)","RB, CB",27,16,6,,1,2,2,2.1,13
2019,"offense,touchdowns",201,Clayton Marengi,Senior,Lynnfield (MA),(MA),"QB, ATH",30,1,,,,,,2.7,11
2019,"offense,touchdowns",202,Nathan Quattlebaum,Senior,"Bruceville-Eddy (Eddy, TX)","(Eddy, TX)","RB, OLB",30,30,,,,,1,2.7,11
2019,"offense,touchdowns",203,Eli Kirkpatrick,Senior,Attica (IN),(IN),"QB, OLB",30,30,,0,0,,0,2.7,11
2019,"offense,touchdowns",204,Savone Tutt,Junior,"Pamlico County (Bayboro, NC)","(Bayboro, NC)","RB, DB",30,22,4,,,,4,2.7,11
2019,"offense,touchdowns",205,Kemari Mcgowan,Senior,"Middle Tennessee Christian (Murfreesboro, TN)","(Murfreesboro, TN)","RB, S",30,28,1,,,,1,2.7,11
2019,"offense,touchdowns",206,Lonnie Wessel,Junior,"Golden West (Visalia, CA)","(Visalia, CA)","RB, MLB",30,28,,1,1,,,2.5,12
2019,"offense,touchdowns",207,Isaiah Harris,Senior,"Millard South (Omaha, NE)","(Omaha, NE)","RB, OLB",30,27,3,,,,0,2.5,12
2019,"offense,touchdowns",208,Denim Cook,Sophomore,"St. Teresa (Decatur, IL)","(Decatur, IL)","RB, NG",30,28,2,,,,,2.5,12
2019,"offense,touchdowns",209,Hagan Edge,Senior,"Owensboro Catholic (Owensboro, KY)","(Owensboro, KY)","WR, SS",30,4,25,,1,,,2.5,12
2019,"offense,touchdowns",210,Azariah Israel,Junior,"George Rogers Clark (Winchester, KY)","(Winchester, KY)","RB, SB",30,28,1,,,,1,2.5,12
2019,"offense,touchdowns",211,Johnathon Smith,Senior,Mount Airy (NC),(NC),"RB, FS",30,27,,,,1,2,2.5,12
2019,"offense,touchdowns",212,Steve Johnson,Junior,"Calhoun (Port Lavaca, TX)","(Port Lavaca, TX)","FB, OLB",30,29,,1,,,,2.5,12
2019,"offense,touchdowns",213,Kyle Cichanowsky,Senior,"East (West Chester, PA)","(West Chester, PA)","RB, CB",30,29,0,,,1,,2.5,12
2019,"offense,touchdowns",214,K'wan Powell,Junior,Vernon (FL),(FL),"RB, FS",30,26,2,1,,,1,2.5,12
2019,"offense,touchdowns",215,Julius Bolden,Junior,"Northwest (Wichita, KS)","(Wichita, KS)","RB, DB",30,29,1,,,,,2.3,13
2019,"offense,touchdowns",216,Luis Contreras,Senior,"Lincoln (San Francisco, CA)","(San Francisco, CA)","CB, RB",30,30,,,,,,2.3,13
2019,"offense,touchdowns",217,Tyler Harrison,Sophomore,Paradise (CA),(CA),RB,30,30,,,,,,2.3,13
2019,"offense,touchdowns",218,Na?hiem Lilly,Sophomore,Randleman (NC),(NC),"RB, SS",30,30,0,,,,0,2.3,13
2019,"offense,touchdowns",219,Dephabian Fant,Senior,"Amanda Elzy (Greenwood, MS)","(Greenwood, MS)",,30,27,1,,,,2,2.3,13
2019,"offense,touchdowns",220,Colton Miller,Junior,"Warwick (Lititz, PA)","(Lititz, PA)",,30,30,0,,,,0,2.3,13
2019,"offense,touchdowns",221,Jalan January,Senior,"Bishop Hartley (Columbus, OH)","(Columbus, OH)","RB, CB",30,30,,,,,,2.1,14
2019,"offense,touchdowns",222,Jacob DuRocher,Junior,Rochester (IL),(IL),"RB, OLB",30,27,3,,,,,2.1,14
2019,"offense,touchdowns",223,Hayze Hufstedler,Junior,Canadian (TX),(TX),"RB, LB",30,28,2,,,,,2.1,14
2019,"offense,touchdowns",224,Omari Arnold,Sophomore,"Brooks County (Quitman, GA)","(Quitman, GA)","RB, QB",30,24,3,1,1,,1,2.0,15
2019,"offense,touchdowns",225,Lj Butler,Junior,"Wagner (San Antonio, TX)","(San Antonio, TX)","RB, QB",30,30,,,,,,2.0,15
2019,"offense,touchdowns",226,Jun Ahn,Senior,"Sunny Hills (Fullerton, CA)","(Fullerton, CA)","RB, DB",30,27,3,,,,,2.0,15
2019,"offense,touchdowns",227,Iuden Romero,Senior,Stratford (TX),(TX),"RB, CB",30,21,8,0,1,0,0,2.0,15
2019,"offense,touchdowns",228,Lajathen Allen,Senior,"Pewitt (Omaha, TX)","(Omaha, TX)","DB, FB",30,28,1,,1,,,1.9,16
2019,"offense,touchdowns",229,Kimani Vidal,Senior,Marietta (GA),(GA),RB,30,24,6,,,,,1.9,16
2019,"offense,touchdowns",230,Cam'ron Valdez,Junior,Rockdale (TX),(TX),"RB, FS",29,26,2,,,,1,2.9,10
2019,"offense,touchdowns",231,Jason Terry,Sophomore,"Fairmont Prep (Anaheim, CA)","(Anaheim, CA)","RB, OLB",29,28,1,,,,,2.9,10
2019,"offense,touchdowns",232,Jordan Delucia,Senior,"Kellenberg Memorial (Uniondale, NY)","(Uniondale, NY)","RB, OLB",29,23,6,,,,,2.9,10
2019,"offense,touchdowns",233,Devin Miles,Junior,Danville (IL),(IL),"RB, CB",29,23,4,,,1,1,2.9,10
2019,"offense,touchdowns",234,Jake L fike,Junior,"East Central (St. Leon, IN)","(St. Leon, IN)","RB, OLB",29,29,0,,,,0,2.6,11
2019,"offense,touchdowns",235,Jack Laslo,Senior,"Harrells Christian Academy (Harrells, NC)","(Harrells, NC)","FB, MLB",29,27,1,1,,,,2.6,11
2019,"offense,touchdowns",236,Mason Alberts,Senior,"Anthony Wayne (Whitehouse, OH)","(Whitehouse, OH)","QB, WR",29,27,1,,,,,2.6,11
2019,"offense,touchdowns",237,Malcolm Wilson jr,Senior,"North Rowan (Spencer, NC)","(Spencer, NC)",RB,29,25,3,,,,1,2.6,11
2019,"offense,touchdowns",238,Dallas Landeros,Senior,Lake Stevens (WA),(WA),"RB, LB",29,27,2,,,,,2.6,11
2019,"offense,touchdowns",239,Kadarius Akins,Senior,Forrest City (AR),(AR),"RB, LB",29,25,3,,,,1,2.6,11
2019,"offense,touchdowns",240,Ivan Ostry,Junior,Rosemead (CA),(CA),"QB, SS",29,28,,,,,1,2.6,11
2019,"offense,touchdowns",241,Draven Smith,Senior,Vilonia (AR),(AR),RB,29,29,,,,,,2.6,11
2019,"offense,touchdowns",242,Jordan Jefferson,Senior,"Rancho Verde (Moreno Valley, CA)","(Moreno Valley, CA)","RB, SB",29,25,3,,,,1,2.6,11
2019,"offense,touchdowns",243,Avery Seaton,Junior,"Madison Academy (Madison, AL)","(Madison, AL)",QB,29,15,,,,,,2.6,11
2019,"offense,touchdowns",244,Isacc Galvan,Senior,Orange (CA),(CA),"RB, CB",29,21,5,,1,,2,2.6,11
2019,"offense,touchdowns",245,Phillip Smith,Senior,"Rim of the World (Lake Arrowhead, CA)","(Lake Arrowhead, CA)","CB, RB",29,28,,,1,,,2.6,11
2019,"offense,touchdowns",246,Davian Price,Senior,Booneville (MS),(MS),"RB, DB",29,22,5,,,1,1,2.6,11
2019,"offense,touchdowns",247,Brennan Presley,Senior,Bixby (OK),(OK),"WR, CB",29,1,24,,2,1,1,2.4,12
2019,"offense,touchdowns",248,Tyrese Brandon,Senior,Northampton (PA),(PA),"RB, CB",29,16,12,,,,1,2.4,12
2019,"offense,touchdowns",249,Simon Gaete,Senior,Palm Desert (CA),(CA),RB,29,29,,,,,,2.4,12
2019,"offense,touchdowns",250,Terrence Bogan,Senior,"Sheehan (Wallingford, CT)","(Wallingford, CT)","RB, CB",29,29,,,,,,2.4,12
2019,"offense,touchdowns",151,Levi Warfel,Senior,Rifle (CO),(CO),"RB, OLB",32,26,6,,,,,2.9,11
2019,"offense,touchdowns",152,Devin Wills,Senior,Mascoutah (IL),(IL),"RB, MLB",32,29,2,,1,,,2.9,11
2019,"offense,touchdowns",153,GABE CONANT,Senior,"Adams Central (Hastings, NE)","(Hastings, NE)","RB, DB",32,27,5,,,,,2.9,11
2019,"offense,touchdowns",154,Zaraivion Armendarez,Junior,Raymondville (TX),(TX),"WR, CB",32,25,6,,1,,,2.9,11
2019,"offense,touchdowns",155,Billy Beach,Senior,"Shenendehowa (Clifton Park, NY)","(Clifton Park, NY)",RB,32,28,4,,,,0,2.7,12
2019,"offense,touchdowns",156,Joel Hinson,Senior,Detroit (TX),(TX),"RB, SS",32,31,1,,,,,2.7,12
2019,"offense,touchdowns",157,Korbin Cox,Junior,Jones (OK),(OK),RB,32,30,2,,,,,2.7,12
2019,"offense,touchdowns",158,Noah Brown,Junior,"Greenbrier West (Charmco, WV)","(Charmco, WV)","RB, MLB",32,28,3,,1,,,2.7,12
2019,"offense,touchdowns",159,Ashton Hayes,Sophomore,"Damonte Ranch (Reno, NV)","(Reno, NV)","RB, SB",32,30,2,,,,,2.5,13
2019,"offense,touchdowns",160,Nasir Robinson,Junior,"Penns Grove (Carneys Point, NJ)","(Carneys Point, NJ)","RB, LB",32,29,1,,,,2,2.5,13
2019,"offense,touchdowns",161,Arlen  Harris Jr.,Sophomore,"Lutheran (St. Peters, MO)","(St. Peters, MO)","RB, ATH",32,32,,,,,,2.5,13
2019,"offense,touchdowns",162,Hank Beatty,Sophomore,Rochester (IL),(IL),"QB, WR",32,7,25,,,,,2.3,14
2019,"offense,touchdowns",163,Kaleb Brown,Sophomore,"St. Rita (Chicago, IL)","(Chicago, IL)","RB, WR",32,28,3,,,,1,2.3,14
2019,"offense,touchdowns",164,Kourtlan Marsh,Senior,"Mortimer Jordan (Kimberly, AL)","(Kimberly, AL)","QB, CB",32,31,,1,,,,2.3,14
2019,"offense,touchdowns",165,Cannon Bridges,Senior,"West Lincoln (Lincolnton, NC)","(Lincolnton, NC)","OLB, RB",32,32,,,,,,2.3,14
2019,"offense,touchdowns",166,Tanner Hollens,Senior,"Columbine (Littleton, CO)","(Littleton, CO)",RB,32,29,3,0,0,,0,2.3,14
2019,"offense,touchdowns",167,Dominic Martinez,Junior,Orosi (CA),(CA),"TB, LB",32,31,1,,,,,2.3,14
2019,"offense,touchdowns",168,Grant Ripperda,Senior,Williamsville (IL),(IL),"RB, DE",32,27,5,,,,,2.3,14
2019,"offense,touchdowns",169,Josh Kaste,Senior,"Lincoln Christian (Tulsa, OK)","(Tulsa, OK)","SS, RB",32,28,4,,,,,2.3,14
2019,"offense,touchdowns",170,Truitt Tollett,Senior,"Shiloh Christian (Springdale, AR)","(Springdale, AR)","WR, FS",32,2,30,,,3,0,2.1,15
2019,"offense,touchdowns",171,John Humphreys,Senior,"Corona del Mar (Newport Beach, CA)","(Newport Beach, CA)","WR, SS",32,,32,,,,,2.1,15
2019,"offense,touchdowns",172,Holden Willis,Senior,Greenback (TN),(TN),"WR, FS",32,4,28,,,,,2.1,15
2019,"offense,touchdowns",173,Kaden Christensen,Senior,Escalon (CA),(CA),"RB, FS",32,22,9,,,,1,2.1,15
2019,"offense,touchdowns",174,Avian Thomas,Senior,Boonville (MO),(MO),"RB, WR",31,26,2,,1,,2,2.8,11
2019,"offense,touchdowns",175,Gabe Huskey,Senior,Harrison (AR),(AR),"RB, OLB",31,29,2,,,,,2.6,12
2019,"offense,touchdowns",176,Jeston Webskowski,Junior,Clovis (NM),(NM),"RB, CB",31,27,4,,,,,2.6,12
2019,"offense,touchdowns",177,Aziya Jamison,Sophomore,"American Leadership Academy (Queen Creek, AZ)","(Queen Creek, AZ)","RB, MLB",31,26,5,,,,,2.6,12
2019,"offense,touchdowns",178,Isaac Nugent,Junior,Myrtle (MS),(MS),"RB, LB",31,29,2,,,,,2.6,12
2019,"offense,touchdowns",179,Tyler Kaschewski,Junior,Templeton (CA),(CA),"QB, SB",31,31,,,,,,2.6,12
2019,"offense,touchdowns",180,Kolbi Ferguson,Senior,"Lincoln County (Lincolnton, GA)","(Lincolnton, GA)","MLB, FB",31,30,1,0,0,,,2.6,12
2019,"offense,touchdowns",181,Obasanjo Sanni,Senior,"Smoky Hill (Aurora, CO)","(Aurora, CO)",RB,31,29,,,,,2,2.6,12
2019,"offense,touchdowns",182,Tharon Davis,Junior,Newport (AR),(AR),RB,31,19,8,,2,1,1,2.6,12
2019,"offense,touchdowns",183,Marcus Crawford,Junior,"Central (Springfield, MA)","(Springfield, MA)","RB, S",31,28,3,,,,,2.6,12
2019,"offense,touchdowns",184,Christavian Smith,Senior,Elysian Fields (TX),(TX),ATH,31,25,5,,,1,,2.6,12
2019,"offense,touchdowns",185,Hunter Ensley,Senior,Huntingdon (TN),(TN),"FS, QB",31,28,,,1,1,1,2.4,13
2019,"offense,touchdowns",186,Landon Stone,Junior,"Magnet Cove (Malvern, AR)","(Malvern, AR)","RB, LB",31,30,1,,,,,2.4,13
2019,"offense,touchdowns",187,Joe Murray,Senior,"Lake Braddock (Burke, VA)","(Burke, VA)","RB, OLB",31,28,3,,,,,2.4,13
2019,"offense,touchdowns",188,Luke Lehnen,Senior,"Glenwood (Chatham, IL)","(Chatham, IL)","QB, FS",31,30,,,,,,2.4,13
2019,"offense,touchdowns",189,Marvin Mims,Senior,"Lone Star (Frisco, TX)","(Frisco, TX)",WR,31,,31,,,,,2.2,14
2019,"offense,touchdowns",190,Ja'hari Mitchell,Senior,Shelby (NC),(NC),"WR, DB",31,14,16,,,1,,2.2,14
2019,"offense,touchdowns",191,Emeka Egbuka,Junior,Steilacoom (WA),(WA),"WR, DB",31,4,22,0,2,3,,2.2,14
2019,"offense,touchdowns",192,Rylee Anderson,Senior,Robbinsville (NC),(NC),"RB, CB",31,30,1,,,0,1,2.2,14
2019,"offense,touchdowns",193,Aj Boulware,Senior,"Lee County (Sanford, NC)","(Sanford, NC)","RB, OLB",31,31,,,,,,2.1,15
2019,"offense,touchdowns",194,Kujuan Pryor,Senior,"Burns (Lawndale, NC)","(Lawndale, NC)","RB, FS",31,24,6,,,,1,2.1,15
2019,"offense,touchdowns",195,BHAYSHUL TUTEN,Junior,Paulsboro (NJ),(NJ),"RB, DB",30,24,3,,,,3,3.0,10
2019,"offense,touchdowns",196,Aidan Hauser,Senior,Wellsboro (PA),(PA),"RB, DB",30,26,2,,,2,,3.0,10
2019,"offense,touchdowns",197,Jose Devoux,Junior,Holtville (CA),(CA),"RB, WR",30,30,,,,,,3.0,10
2019,"offense,touchdowns",198,Sam Beers,Freshman,"Air Academy (US Air Force Academy, CO)","(US Air Force Academy, CO)",RB,30,30,0,,,,,3.0,10
2019,"offense,touchdowns",199,Damir Collins,Junior,"Jefferson (Portland, OR)","(Portland, OR)","RB, SB",30,27,2,,,,1,3.0,10
2019,"offense,touchdowns",200,Frank Brown jr,Senior,"Sterling (Houston, TX)","(Houston, TX)","RB, WR",30,15,15,,,,,3.0,10
2019,"offense,touchdowns",401,Noah Petro,Senior,Oil City (PA),(PA),"RB, OLB",26,26,,,,,,2.0,13
2019,"offense,touchdowns",402,Narkel Leflore,Senior,"Glenwood (Chatham, IL)","(Chatham, IL)",RB,26,21,5,,,,,2.0,13
2019,"offense,touchdowns",403,Brett Tinker,Senior,Pierce (NE),(NE),"FB, MLB",26,25,1,,,0,,2.0,13
2019,"offense,touchdowns",404,Gavin Acrey,Senior,"Crater (Central Point, OR)","(Central Point, OR)","RB, OLB",26,21,1,,2,1,1,2.0,13
2019,"offense,touchdowns",405,Lucas Eckles,Junior,"Summit Christian Academy (Lee's Summit, MO)","(Lee's Summit, MO)","SS, WR",26,23,3,0,0,,0,2.0,13
2019,"offense,touchdowns",406,Jermiah Dobbins,Senior,"Estacado (Lubbock, TX)","(Lubbock, TX)","RB, RB",26,25,1,,,,,2.0,13
2019,"offense,touchdowns",407,Dillon Johnson,Senior,"St. Joseph (Greenville, MS)","(Greenville, MS)","TB, OLB",26,24,1,1,,,,2.0,13
2019,"offense,touchdowns",408,Cairo Payne,Senior,"Fort Zumwalt North (O'Fallon, MO)","(O'Fallon, MO)","SB, SS",26,26,,,,,,2.0,13
2019,"offense,touchdowns",409,Adam Burd,Junior,Lawrenceburg (IN),(IN),"QB, RB",26,23,3,,,0,0,2.0,13
2019,"offense,touchdowns",410,Nicholas Gardinera,Junior,"Scripps Ranch (San Diego, CA)","(San Diego, CA)","RB, OLB",26,24,2,,,,,2.0,13
2019,"offense,touchdowns",411,Daniel Trujillo,Senior,Lindsay (CA),(CA),"RB, OLB",26,26,,,,,,2.0,13
2019,"offense,touchdowns",412,Nahjee Adams,Junior,"Easton Area (Easton, PA)","(Easton, PA)","RB, CB",26,26,0,,,,0,2.0,13
2019,"offense,touchdowns",413,Dresean Kendrick,Senior,"Glass (Lynchburg, VA)","(Lynchburg, VA)","QB, CB",26,25,,,1,,,2.0,13
2019,"offense,touchdowns",414,Colton Brown,Sophomore,"Heritage Christian (Indianapolis, IN)","(Indianapolis, IN)","RB, FS",26,23,3,,,,,2.0,13
2019,"offense,touchdowns",415,Daylon Powell,Junior,Hoxie (AR),(AR),"QB, OLB",26,26,,,,,,2.0,13
2019,"offense,touchdowns",416,Everson Bozeman,Senior,"Venice (Los Angeles, CA)","(Los Angeles, CA)","RB, WR",26,20,6,,,,,2.0,13
2019,"offense,touchdowns",417,Carson Oestreich,Senior,Pierce (NE),(NE),"RB, OLB",26,23,3,,,0,0,2.0,13
2019,"offense,touchdowns",418,Donovan Eaglin,Senior,Manvel (TX),(TX),RB,26,25,1,,,,,1.9,14
2019,"offense,touchdowns",419,Jordan Smith,Senior,"Centennial (Las Vegas, NV)","(Las Vegas, NV)",RB,26,24,2,,,,,1.9,14
2019,"offense,touchdowns",420,Cortezz Jones,Senior,"SouthWest Edgecombe (Pinetops, NC)","(Pinetops, NC)","RB, OLB",26,23,2,,,,1,1.9,14
2019,"offense,touchdowns",421,Jorge Hernandez,Junior,Canoga Park (CA),(CA),"RB, LB",26,26,,,,,,1.7,15
2019,"offense,touchdowns",422,Brit Mcquitty,Junior,Stratford (TX),(TX),"RB, OLB",26,22,2,1,0,,,1.7,15
2019,"offense,touchdowns",423,Jalin Hyatt,Senior,"Dutch Fork (Irmo, SC)","(Irmo, SC)",WR,26,0,26,,,,,1.7,15
2019,"offense,touchdowns",424,Keandre Lambert,Senior,"Maury (Norfolk, VA)","(Norfolk, VA)","WR, CB",26,5,17,1,,3,,1.7,15
2019,"offense,touchdowns",425,Frank Peasant,Senior,"Escambia (Pensacola, FL)","(Pensacola, FL)","RB, ILB",26,25,1,,,,,1.7,15
2019,"offense,touchdowns",426,Kelin Parsons,Senior,"West Stokes (King, NC)","(King, NC)","WR, CB",26,4,18,,,,4,1.7,15
2019,"offense,touchdowns",427,Jojo Earle,Junior,Aledo (TX),(TX),"SB, RB",26,11,15,,,,,1.6,16
2019,"offense,touchdowns",428,Devantae Knowlton,Junior,"Prince of Peace (Carrollton, TX)","(Carrollton, TX)","CB, RB",25,23,,,,,1,2.5,10
2019,"offense,touchdowns",429,Brayden Campbell,Sophomore,"Northwest (McDermott, OH)","(McDermott, OH)",RB,25,23,1,0,0,,1,2.5,10
2019,"offense,touchdowns",430,Chase Sims,Senior,"James Logan (Union City, CA)","(Union City, CA)","RB, DB",25,23,,,2,,,2.5,10
